"Text","Year","Gender","Event","Mark","Class","State","Event.raw"
"AA New Jal 22.7   ","1971","Boys","220y Dash","22.7   ","AA ","New Mexico","220 Y Dash"
"AAAA  SmithDel Norte  49.1   ","1971","Boys","440y Dash","49.1   ","AAAA ","New Mexico","440 Y Dash"
"AAA Hinson  Deming 50.3   ","1971","Boys","440y Dash","50.3   ","AAA ","New Mexico","440 Y Dash"
"AA Trujillo Pojoaque 50.0   ","1971","Boys","440y Dash","50.0   ","AA ","New Mexico","440 Y Dash"
"AAAA  Gerald Brantley  Alamogordo 1:55.1   ","1971","Boys","880y Dash","1:55.1   ","AAAA ","New Mexico","880 Y Dash"
"AAA Rick Hendrix Silver City 1:59.1   ","1971","Boys","880y Dash","1:59.1   ","AAA ","New Mexico","880 Y Dash"
"AA Gia Zuni Zuni 2:02.4   ","1971","Boys","880y Dash","2:02.4   ","AA ","New Mexico","880 Y Dash"
"AAAA  Richard Ramos Del Norte 4:23.6   ","1971","Boys","Mile","4:23.6   ","AAAA ","New Mexico","Mile Run"
"AAA Lucero  Los Lunas 4:27.4   ","1971","Boys","Mile","4:27.4   ","AAA ","New Mexico","Mile Run"
"AA Reid IAIA 4:32.9   ","1971","Boys","Mile","4:32.9   ","AA ","New Mexico","Mile Run"
"AAAA  Anthony Sandoval Los Alamos 9:40.6   ","1971","Boys","2 Mile","9:40.6   ","AAAA ","New Mexico","2 Mile Run"
"AAA Montoya Bernalillo 10:00.0   ","1971","Boys","2 Mile","10:00.0   ","AAA ","New Mexico","2 Mile Run"
"AA G. Pino Laguna-Acoma 9:40.0   ","1971","Boys","2 Mile","9:40.0   ","AA ","New Mexico","2 Mile Run"
"AAAA  Edwards Hobbs14.5   ","1971","Boys","120y H","14.5   ","AAAA ","New Mexico","120 Y H"
"AAA Darrel Saulsberry Socorro 15.0   ","1971","Boys","120y H","15.0   ","AAA ","New Mexico","120 Y H"
"AA Shell  Kirtland Central 14.8   ","1971","Boys","120y H","14.8   ","AA ","New Mexico","120 Y H"
"AAAA  Edwards Hobbs 19.6 ","1971","Boys","180 Y","19.6 ","AAAA ","New Mexico","180 Y"
"AA Shell Kirtland Central 20.2 ","1971","Boys","180 Y","20.2 ","AA ","New Mexico","180 Y"
"AAAA Highland 42.2 ","1971","Boys","440y Relay","42.2 ","AAAA ","New Mexico","440 Y Relay"
"AA Jal 43.8 ","1971","Boys","440y Relay","43.8 ","AA ","New Mexico","440 Y Relay"
"AAAA Highland 01:27.9 ","1971","Boys","880y Relay","01:27.9 ","AAAA ","New Mexico","880 Y Relay"
"AA Jal 01:31.6 ","1971","Boys","880y Relay","01:31.6 ","AA ","New Mexico","880 Y Relay"
"AAAA Carlsbad 03:36.5 ","1971","Boys","Mile Relay","03:36.5 ","AAAA ","New Mexico","Mile Relay"
"AA Jal 03:44.0 ","1971","Boys","Mile Relay","03:44.0 ","AA ","New Mexico","Mile Relay"
"AA Kirtland Central 03:27.0 ","1971","Boys","Mile Relay","03:27.0 ","AA ","New Mexico","Mile Relay"
"AAAA  Jim Dodds Highland 55’-10.00” ","1971","Boys","Shot Put","55’-10.00” ","AAAA ","New Mexico","Shot Put"
"AA Wallace Jal 48’-09.50” ","1971","Boys","Shot Put","48’-09.50” ","AA ","New Mexico","Shot Put"
"AAAA  Hardin Del Norte 168’-08.00” ","1971","Boys","Discus","168’-08.00” ","AAAA ","New Mexico","Discus"
"AA Buddy Briscoe Cloudcroft 141’-01.00” ","1971","Boys","Discus","141’-01.00” ","AA ","New Mexico","Discus"
"AAAA  David Powdrell Highland 24’-01.75” ","1971","Boys","Long Jump","24’-01.75” ","AAAA ","New Mexico","Long Jump"
"AA Trujillo Pojoaque 20’-08.00” ","1971","Boys","Long Jump","20’-08.00” ","AA ","New Mexico","Long Jump"
"AAAA  Tom Pond Sandia 6’-04.00” ","1971","Boys","High Jump","6’-04.00” ","AAAA ","New Mexico","High Jump"
"AA John Swartz Rehoboth 6’-06.00” ","1971","Boys","High Jump","6’-06.00” ","AA ","New Mexico","High Jump"
"AAAA Cunningham Goddard 13’-06.00”","1971","Boys","Pole Vault","13’-06.00”","AAAA ","New Mexico","Pole Vault"
"AA Ted Sisneros Capitan 13’-03.25”","1971","Boys","Pole Vault","13’-03.25”","AA ","New Mexico","Pole Vault"
"AAAA Jack Graham Highland 207’-06.00”","1971","Boys","Javelin","207’-06.00”","AAAA ","New Mexico","Javelin"
"AA Garland Prater Kirtland Central 187’-11.00”","1971","Boys","Javelin","187’-11.00”","AA ","New Mexico","Javelin"
"AAAA  Robert Proctor Highland  9.7   ","1970","Boys","100y Dash","9.7   ","AAAA ","New Mexico","100 Y Dash"
"AAA Bone  Academy 9.9   ","1970","Boys","100y Dash","9.9   ","AAA ","New Mexico","100 Y Dash"
"AA Good  Elida 10.3   ","1970","Boys","100y Dash","10.3   ","AA ","New Mexico","100 Y Dash"
"AAAA  Robert Proctor Highland 21.7   ","1970","Boys","220y Dash","21.7   ","AAAA ","New Mexico","220 Y Dash"
"AAA Vanegas Cobre 22.4   ","1970","Boys","220y Dash","22.4   ","AAA ","New Mexico","220 Y Dash"
"AA Colbert Jal 22.6   ","1970","Boys","220y Dash","22.6   ","AA ","New Mexico","220 Y Dash"
"AAAA  Matt Henry Del Norte 48.8   ","1970","Boys","440y Dash","48.8   ","AAAA ","New Mexico","440 Y Dash"
"AAA Dee Witherspoon Lovington 49.3   ","1970","Boys","440y Dash","49.3   ","AAA ","New Mexico","440 Y Dash"
"AA LewisCentral 50.2   ","1970","Boys","440y Dash","50.2   ","AA ","New Mexico","440 Y Dash"
"AAAA  M. Vaughn  Hobbs  1:55.0   ","1970","Boys","880y Dash","1:55.0   ","AAAA ","New Mexico","880 Y Dash"
"AAA Matteba Fort Wingate 1:59.2   ","1970","Boys","880y Dash","1:59.2   ","AAA ","New Mexico","880 Y Dash"
"AA Jeff Davis Zuni 1:57.0   ","1970","Boys","880y Dash","1:57.0   ","AA ","New Mexico","880 Y Dash"
"AAAA  Rick Rojas Los Alamos 4:12.6   ","1970","Boys","Mile","4:12.6   ","AAAA ","New Mexico","Mile Run"
"AAA Perez Gadsden 4:29.1   ","1970","Boys","Mile","4:29.1   ","AAA ","New Mexico","Mile Run"
"AA Gordon Pino Laguna-Acoma 4:26.8   ","1970","Boys","Mile","4:26.8   ","AA ","New Mexico","Mile Run"
"AAAA  Richard Reyes  West Mesa 9:32.9   ","1970","Boys","2 Mile","9:32.9   ","AAAA ","New Mexico","2 Mile Run"
"AAA Chavez Robertson 9:55.6   ","1970","Boys","2 Mile","9:55.6   ","AAA ","New Mexico","2 Mile Run"
"AA G. Pino Laguna-Acoma 9:42.2   ","1970","Boys","2 Mile","9:42.2   ","AA ","New Mexico","2 Mile Run"
"AAAA  Edwards Hobbs14.6   ","1970","Boys","120y H","14.6   ","AAAA ","New Mexico","120 Y H"
"AAA Phil Allen  Grants  14.4   ","1970","Boys","120y H","14.4   ","AAA ","New Mexico","120 Y H"
"AA McKibbon Corona 15.3   ","1970","Boys","120y H","15.3   ","AA ","New Mexico","120 Y H"
"AAAA  Bowers Highland 19.3 ","1970","Boys","180 Y","19.3 ","AAAA ","New Mexico","180 Y"
"AAA Tom Sategna Bloomfield 20.7 ","1970","Boys","180 Y","20.7 ","AAA ","New Mexico","180 Y"
"AAAA Highland 41.9 ","1970","Boys","440y Relay","41.9 ","AAAA ","New Mexico","440 Y Relay"
"AA Jal 44.5 ","1970","Boys","440y Relay","44.5 ","AA ","New Mexico","440 Y Relay"
"AAAA Highland 01:27.6 ","1970","Boys","880y Relay","01:27.6 ","AAAA ","New Mexico","880 Y Relay"
"AA Jal 01:31.5 ","1970","Boys","880y Relay","01:31.5 ","AA ","New Mexico","880 Y Relay"
"AAAA Del Norte 03:27.5 ","1970","Boys","Mile Relay","03:27.5 ","AAAA ","New Mexico","Mile Relay"
"AA Lordsburg 03:41.2 ","1970","Boys","Mile Relay","03:41.2 ","AA ","New Mexico","Mile Relay"
"AAAA Del Norte 03:19.5 ","1970","Boys","Mile Relay","03:19.5 ","AAAA ","New Mexico","Mile Relay"
"AA Kirtland Central 03:24.9 ","1970","Boys","Mile Relay","03:24.9 ","AA ","New Mexico","Mile Relay"
"AAAA  Steve Sears Las Cruces 55’-04.00” ","1970","Boys","Shot Put","55’-04.00” ","AAAA ","New Mexico","Shot Put"
"AA Turner Tularosa 48’-05.00” ","1970","Boys","Shot Put","48’-05.00” ","AA ","New Mexico","Shot Put"
"AAAA  Steve Sears Las Cruces 177’-02.00” ","1970","Boys","Discus","177’-02.00” ","AAAA ","New Mexico","Discus"
"AA Gary Smith McCurdy 140’-11.00” ","1970","Boys","Discus","140’-11.00” ","AA ","New Mexico","Discus"
"AAAA  David Powdrell Highland 24’-03.25” ","1970","Boys","Long Jump","24’-03.25” ","AAAA ","New Mexico","Long Jump"
"AA Arias Santa Rosa 22’-00.00” ","1970","Boys","Long Jump","22’-00.00” ","AA ","New Mexico","Long Jump"
"AAAA  Fleming Manzano 6’-06.625” ","1970","Boys","High Jump","6’-06.625” ","AAAA ","New Mexico","High Jump"
"AA Lujan Reserve 5’-10.00” ","1970","Boys","High Jump","5’-10.00” ","AA ","New Mexico","High Jump"
"AAAA Brad Winter Albuquerque 14’-00.00”","1970","Boys","Pole Vault","14’-00.00”","AAAA ","New Mexico","Pole Vault"
"AA Dale Cates Jal 12’-08.00”","1970","Boys","Pole Vault","12’-08.00”","AA ","New Mexico","Pole Vault"
"AAAA Boydston Roswell 201’-07.00”","1970","Boys","Javelin","201’-07.00”","AAAA ","New Mexico","Javelin"
"AA Ulibarri Kirtland Central 175’-05.00”","1970","Boys","Javelin","175’-05.00”","AA ","New Mexico","Javelin"
"AA Randy Palmer  Hobbs  9.9   ","1969","Boys","100y Dash","9.9   ","AA ","New Mexico","100 Y Dash"
"A S. Bowe Academy 9.9   ","1969","Boys","100y Dash","9.9   ","A ","New Mexico","100 Y Dash"
"B Jim Campbell  Hot Springs 10.0   ","1969","Boys","100y Dash","10.0   ","B ","New Mexico","100 Y Dash"
"AA Randy Palmer  Hobbs  21.9   ","1969","Boys","220y Dash","21.9   ","AA ","New Mexico","220 Y Dash"
"A T. Coleman Deming 22.4   ","1969","Boys","220y Dash","22.4   ","A ","New Mexico","220 Y Dash"
"B Jim Campbell  Hot Springs 22.0   ","1969","Boys","220y Dash","22.0   ","B ","New Mexico","220 Y Dash"
"AA B. Dooley  Sandia  49.6   ","1969","Boys","440y Dash","49.6   ","AA ","New Mexico","440 Y Dash"
"A Ernie Williams  Gadsden 49.8   ","1969","Boys","440y Dash","49.8   ","A ","New Mexico","440 Y Dash"
"B R. Colbert Jal 51.3   ","1969","Boys","440y Dash","51.3   ","B ","New Mexico","440 Y Dash"
"AA M. Vaughn  Hobbs1:53.1   ","1969","Boys","880y Dash","1:53.1   ","AA ","New Mexico","880 Y Dash"
"A P. Hernandez Goddard 1:57.3   ","1969","Boys","880y Dash","1:57.3   ","A ","New Mexico","880 Y Dash"
"B O. Hedges Vaughn  1:59.3   ","1969","Boys","880y Dash","1:59.3   ","B ","New Mexico","880 Y Dash"
"AA Rick Rojas  Los Alamos  4:18.1   ","1969","Boys","Mile","4:18.1   ","AA ","New Mexico","Mile Run"
"A P. Hernandez Goddard 4:21.2   ","1969","Boys","Mile","4:21.2   ","A ","New Mexico","Mile Run"
"B S. Harper Lordsburg 4:28.1   ","1969","Boys","Mile","4:28.1   ","B ","New Mexico","Mile Run"
"AA Frank Rakoczy Del Norte 9:39.1   ","1969","Boys","2 Mile","9:39.1   ","AA ","New Mexico","2 Mile Run"
"A V. Chavez Grants  9:49.1   ","1969","Boys","2 Mile","9:49.1   ","A ","New Mexico","2 Mile Run"
"B Gordon Neha Zuni 9:44.6   ","1969","Boys","2 Mile","9:44.6   ","B ","New Mexico","2 Mile Run"
"AA Hurd  Farmington 14.7   ","1969","Boys","120y H","14.7   ","AA ","New Mexico","120 Y H"
"A Danny Wise  Lovington 14.6   ","1969","Boys","120y H","14.6   ","A ","New Mexico","120 Y H"
"B J. Ward  Eunice  15.3   ","1969","Boys","120y H","15.3   ","B ","New Mexico","120 Y H"
"AA T. Mitchell Farmington 19.5 ","1969","Boys","180 Y","19.5 ","AA ","New Mexico","180 Y"
"B J. Sanders Hot Springs 20.1 ","1969","Boys","180 Y","20.1 ","B ","New Mexico","180 Y"
"AA Carlsbad 42.8 ","1969","Boys","440y Relay","42.8 ","AA ","New Mexico","440 Y Relay"
"B Hot Springs 44.2 ","1969","Boys","440y Relay","44.2 ","B ","New Mexico","440 Y Relay"
"AA Del Norte 01:28.9 ","1969","Boys","880y Relay","01:28.9 ","AA ","New Mexico","880 Y Relay"
"B Eunice 01:29.6 ","1969","Boys","880y Relay","01:29.6 ","B ","New Mexico","880 Y Relay"
"AA Del Norte 03:31.5 ","1969","Boys","Mile Relay","03:31.5 ","AA ","New Mexico","Mile Relay"
"B Fort Sumner 03:38.6 ","1969","Boys","Mile Relay","03:38.6 ","B ","New Mexico","Mile Relay"
"AA Del Norte 03:17.9 ","1969","Boys","Mile Relay","03:17.9 ","AA ","New Mexico","Mile Relay"
"B Eunice 03:26.4 ","1969","Boys","Mile Relay","03:26.4 ","B ","New Mexico","Mile Relay"
"AA S. Ross Highland 55’-06.75” ","1969","Boys","Shot Put","55’-06.75” ","AA ","New Mexico","Shot Put"
"B Manuel. Roybal Fort Sumner 54’-08.50” ","1969","Boys","Shot Put","54’-08.50” ","B ","New Mexico","Shot Put"
"AA Jim Braye Sandia 178’-00.00” ","1969","Boys","Discus","178’-00.00” ","AA ","New Mexico","Discus"
"B Manuel Roybal Fort Sumner 158’-08.00” ","1969","Boys","Discus","158’-08.00” ","B ","New Mexico","Discus"
"AA  Danny Brabham Roswell 23’-10.50” ","1969","Boys","Long Jump","23’-10.50” ","AA ","New Mexico","Long Jump"
"B C. Overton Fort Sumner 22’-05.75” ","1969","Boys","Long Jump","22’-05.75” ","B ","New Mexico","Long Jump"
"AA R. Lowder Valley 6’-03.00” ","1969","Boys","High Jump","6’-03.00” ","AA ","New Mexico","High Jump"
"B R. Campbell Melrose 6’-02.00” ","1969","Boys","High Jump","6’-02.00” ","B ","New Mexico","High Jump"
"AA Danny Brabham Roswell 14’-04.50”","1969","Boys","Pole Vault","14’-04.50”","AA ","New Mexico","Pole Vault"
"B R. Lopez Fort Sumner 13’-01.00”","1969","Boys","Pole Vault","13’-01.00”","B ","New Mexico","Pole Vault"
"AA George Stevens Del Norte 212’-09.00”","1969","Boys","Javelin","212’-09.00”","AA ","New Mexico","Javelin"
"B David Ratcliff Jal 189’-11.00”","1969","Boys","Javelin","189’-11.00”","B ","New Mexico","Javelin"
"AA Charles Kasper Highland 9.8   ","1968","Boys","100y Dash","9.8   ","AA ","New Mexico","100 Y Dash"
"A Don Hanosh  N.M.M.I. 10.0   ","1968","Boys","100y Dash","10.0   ","A ","New Mexico","100 Y Dash"
"B Phil Sategna  Bloomfield 10.3   ","1968","Boys","100y Dash","10.3   ","B ","New Mexico","100 Y Dash"
"AA Charles Kasper Highland 21.9   ","1968","Boys","220y Dash","21.9   ","AA ","New Mexico","220 Y Dash"
"A Don Hanosh  N.M.M.I. 22.0   ","1968","Boys","220y Dash","22.0   ","A ","New Mexico","220 Y Dash"
"B Jim Campbell  Hot Springs 22.5   ","1968","Boys","220y Dash","22.5   ","B ","New Mexico","220 Y Dash"
"AA Gil Perea Valley  48.9   ","1968","Boys","440y Dash","48.9   ","AA ","New Mexico","440 Y Dash"
"A Charlie Williams Gadsden 50.7   ","1968","Boys","440y Dash","50.7   ","A ","New Mexico","440 Y Dash"
"B Richard Shaw  Dexter  51.5   ","1968","Boys","440y Dash","51.5   ","B ","New Mexico","440 Y Dash"
"AA Steve VaughnHobbs2:05.4   ","1968","Boys","880y Dash","2:05.4   ","AA ","New Mexico","880 Y Dash"
"A John Arellin  Silver City  2:00.2   ","1968","Boys","880y Dash","2:00.2   ","A ","New Mexico","880 Y Dash"
"B Alex Laweka Zuni 2:07.2   ","1968","Boys","880y Dash","2:07.2   ","B ","New Mexico","880 Y Dash"
"AA Stan Hill Highland 4:35.3   ","1968","Boys","Mile","4:35.3   ","AA ","New Mexico","Mile Run"
"A Joe Espinosa Silver City  4:34.8   ","1968","Boys","Mile","4:34.8   ","A ","New Mexico","Mile Run"
"B Harold Sando  Jemez 4:35.7   ","1968","Boys","Mile","4:35.7   ","B ","New Mexico","Mile Run"
"AA Tom Toft  Sandia  10:05.0   ","1968","Boys","2 Mile","10:05.0   ","AA ","New Mexico","2 Mile Run"
"A Harry Maes Los Lunas  10:10.6   ","1968","Boys","2 Mile","10:10.6   ","A ","New Mexico","2 Mile Run"
"B Frank Armijo Jemez 9:54.1   ","1968","Boys","2 Mile","9:54.1   ","B ","New Mexico","2 Mile Run"
"AA Gerald Murphy Hobbs14.5   ","1968","Boys","120y H","14.5   ","AA ","New Mexico","120 Y H"
"A Mike Wise Lovington 15.0   ","1968","Boys","120y H","15.0   ","A ","New Mexico","120 Y H"
"B Henry Martin Jal 14.6   ","1968","Boys","120y H","14.6   ","B ","New Mexico","120 Y H"
"B Henry Martin Jal 20.8 ","1968","Boys","180 Y","20.8 ","B ","New Mexico","180 Y"
"AA Highland 42.4 ","1968","Boys","440y Relay","42.4 ","AA ","New Mexico","440 Y Relay"
"B Jal 43.3 ","1968","Boys","440y Relay","43.3 ","B ","New Mexico","440 Y Relay"
"AA Highland 01:30.5 ","1968","Boys","880y Relay","01:30.5 ","AA ","New Mexico","880 Y Relay"
"B Jal 01:34.9 ","1968","Boys","880y Relay","01:34.9 ","B ","New Mexico","880 Y Relay"
"AA Highland 03:34.3 ","1968","Boys","Mile Relay","03:34.3 ","AA ","New Mexico","Mile Relay"
"B Alb. Indian School 03:41.0 ","1968","Boys","Mile Relay","03:41.0 ","B ","New Mexico","Mile Relay"
"AA Highland 03:21.8 ","1968","Boys","Mile Relay","03:21.8 ","AA ","New Mexico","Mile Relay"
"B Jal 03:30.8 ","1968","Boys","Mile Relay","03:30.8 ","B ","New Mexico","Mile Relay"
"AA Gary Powell Roswell 56’-03.00” ","1968","Boys","Shot Put","56’-03.00” ","AA ","New Mexico","Shot Put"
"B Reggie Gallegos Academy 53’-05.50” ","1968","Boys","Shot Put","53’-05.50” ","B ","New Mexico","Shot Put"
"AA Gary Powell Roswell 164’-10.00” ","1968","Boys","Discus","164’-10.00” ","AA ","New Mexico","Discus"
"B Manuel Roybal Fort Sumner 145’-07.00” ","1968","Boys","Discus","145’-07.00” ","B ","New Mexico","Discus"
"AA  Bill Pinson Sandia 22’-09.50” ","1968","Boys","Long Jump","22’-09.50” ","AA ","New Mexico","Long Jump"
"B Fred Livingston Tularosa 21’-03.00” ","1968","Boys","Long Jump","21’-03.00” ","B ","New Mexico","Long Jump"
"AA Alton Harlin Highland 5’-10.25” ","1968","Boys","High Jump","5’-10.25” ","AA ","New Mexico","High Jump"
"B Phil Sategna Bloomfield 6’-00.00” ","1968","Boys","High Jump","6’-00.00” ","B ","New Mexico","High Jump"
"AA Jim Lamonica Los Alamos 13’-07.00”","1968","Boys","Pole Vault","13’-07.00”","AA ","New Mexico","Pole Vault"
"AA Joe Baker Farmington 195’-09.00”","1968","Boys","Javelin","195’-09.00”","AA ","New Mexico","Javelin"
"B David Ratliff Jal 185’-02.00”","1968","Boys","Javelin","185’-02.00”","B ","New Mexico","Javelin"
"AA Harry Raglin  Artesia  10.5   ","1967","Boys","100y Dash","10.5   ","AA ","New Mexico","100 Y Dash"
"A Rick Tipton Silver City 10.5   ","1967","Boys","100y Dash","10.5   ","A ","New Mexico","100 Y Dash"
"B Lane Crist  Clayton 11.0   ","1967","Boys","100y Dash","11.0   ","B ","New Mexico","100 Y Dash"
"AA Harry Raglin  Artesia  22.3   ","1967","Boys","220y Dash","22.3   ","AA ","New Mexico","220 Y Dash"
"A James Campbell Socorro 22.8   ","1967","Boys","220y Dash","22.8   ","A ","New Mexico","220 Y Dash"
"B Lane Crist  Clayton 22.9   ","1967","Boys","220y Dash","22.9   ","B ","New Mexico","220 Y Dash"
"AA Gil Perea Valley  49.3   ","1967","Boys","440y Dash","49.3   ","AA ","New Mexico","440 Y Dash"
"A Tommy Robinson Silver City  51.0   ","1967","Boys","440y Dash","51.0   ","A ","New Mexico","440 Y Dash"
"B Mike Soper  Hatch 51.1   ","1967","Boys","440y Dash","51.1   ","B ","New Mexico","440 Y Dash"
"AA Mike Collins Hobbs  1:58.4   ","1967","Boys","880y Dash","1:58.4   ","AA ","New Mexico","880 Y Dash"
"A Charlie Luders Los Alamos 2:01.6   ","1967","Boys","880y Dash","2:01.6   ","A ","New Mexico","880 Y Dash"
"B Nelson Nez Fort Wingate2:01.0   ","1967","Boys","880y Dash","2:01.0   ","B ","New Mexico","880 Y Dash"
"AA Stan Hill  Highland 4:29.9   ","1967","Boys","Mile","4:29.9   ","AA ","New Mexico","Mile Run"
"A Joe Espinosa  Silver City  4:42.2   ","1967","Boys","Mile","4:42.2   ","A ","New Mexico","Mile Run"
"B Archie Lavato  Clayton 4:35.5   ","1967","Boys","Mile","4:35.5   ","B ","New Mexico","Mile Run"
"AA J. Mason Hobbs  9:41.1   ","1967","Boys","2 Mile","9:41.1   ","AA ","New Mexico","2 Mile Run"
"A Bill Schrandt Los Alamos 10:22.3   ","1967","Boys","2 Mile","10:22.3   ","A ","New Mexico","2 Mile Run"
"B Robert Waqui  Jemez 9:55.0   ","1967","Boys","2 Mile","9:55.0   ","B ","New Mexico","2 Mile Run"
"AA Andy Pettes Las Cruces 14.9   ","1967","Boys","120y H","14.9   ","AA ","New Mexico","120 Y H"
"A Rick Tipton Silver City  14.9   ","1967","Boys","120y H","14.9   ","A ","New Mexico","120 Y H"
"B Henry Martin Jal 15.9   ","1967","Boys","120y H","15.9   ","B ","New Mexico","120 Y H"
"AA Andy Pettes Las Cruces 20.9 ","1967","Boys","180 Y","20.9 ","AA ","New Mexico","180 Y"
"A Tipton Silver 20.3 ","1967","Boys","180 Y","20.3 ","A ","New Mexico","180 Y"
"B Henry Martin Jal 20.8 ","1967","Boys","180 Y","20.8 ","B ","New Mexico","180 Y"
"AA Del Norte 43.7 ","1967","Boys","440y Relay","43.7 ","AA ","New Mexico","440 Y Relay"
"A Lovington 43.6 ","1967","Boys","440y Relay","43.6 ","A ","New Mexico","440 Y Relay"
"B Clayton 44.5 ","1967","Boys","440y Relay","44.5 ","B ","New Mexico","440 Y Relay"
"AA Carlsbad 01:30.0 ","1967","Boys","880y Relay","01:30.0 ","AA ","New Mexico","880 Y Relay"
"A Lovington 01:32.3 ","1967","Boys","880y Relay","01:32.3 ","A ","New Mexico","880 Y Relay"
"B Hot Springs 01:34.9 ","1967","Boys","880y Relay","01:34.9 ","B ","New Mexico","880 Y Relay"
"AA Highland 03:33.5 ","1967","Boys","Mile Relay","03:33.5 ","AA ","New Mexico","Mile Relay"
"A Silver 03:41.1 ","1967","Boys","Mile Relay","03:41.1 ","A ","New Mexico","Mile Relay"
"B Clayton 03:44.4 ","1967","Boys","Mile Relay","03:44.4 ","B ","New Mexico","Mile Relay"
"AA Del Norte 03:24.3 ","1967","Boys","Mile Relay","03:24.3 ","AA ","New Mexico","Mile Relay"
"A NMMI 03:27.9 ","1967","Boys","Mile Relay","03:27.9 ","A ","New Mexico","Mile Relay"
"B Jal 03:32.0 ","1967","Boys","Mile Relay","03:32.0 ","B ","New Mexico","Mile Relay"
"AA Gary Powell Roswell 56’10.75” ","1967","Boys","Shot Put","56’10.75” ","AA ","New Mexico","Shot Put"
"A Frangos NMMI 54’11” ","1967","Boys","Shot Put","54’11” ","A ","New Mexico","Shot Put"
"B Tom Ortiz Carrizozo 54’-10.00” ","1967","Boys","Shot Put","54’-10.00” ","B ","New Mexico","Shot Put"
"AA Powell Roswell 170’-03.00” ","1967","Boys","Discus","170’-03.00” ","AA ","New Mexico","Discus"
"A Tino Martinez St. Mary 167’-05.50” ","1967","Boys","Discus","167’-05.50” ","A ","New Mexico","Discus"
"B Danny Lord Jal 171’-06.50” ","1967","Boys","Discus","171’-06.50” ","B ","New Mexico","Discus"
