"State","Year","Gender","Event","Class","Mark","Mark.Note"
"Oregon",1998,"Boys","High Jump",NA,"6-4",""
"Oregon",1999,"Boys","High Jump",NA,"6-5",""
"Oregon",2000,"Boys","High Jump",NA,"6-8",""
"Oregon",2001,"Boys","High Jump",NA,"6-6",""
"Oregon",2002,"Boys","High Jump",NA,"6-2",""
"Oregon",2003,"Boys","High Jump",NA,"6-2",""
"Oregon",2004,"Boys","High Jump",NA,"6-3",""
"Oregon",2005,"Boys","High Jump",NA,"6-2",""
"Oregon",2006,"Boys","High Jump",NA,"6-4",""
"Oregon",1992,"Boys","Pole Vault",NA,"11-4",""
"Oregon",1993,"Boys","Pole Vault",NA,"13-0",""
"Oregon",1994,"Boys","Pole Vault",NA,"11-4",""
"Oregon",1995,"Boys","Pole Vault",NA,"11-9",""
"Oregon",1996,"Boys","Pole Vault",NA,"12-2",""
"Oregon",1997,"Boys","Pole Vault",NA,"12-6",""
"Oregon",1998,"Boys","Pole Vault",NA,"12-8",""
"Oregon",1999,"Boys","Pole Vault",NA,"13-4",""
"Oregon",2000,"Boys","Pole Vault",NA,"12-10",""
"Oregon",2001,"Boys","Pole Vault",NA,"13-5",""
"Oregon",2002,"Boys","Pole Vault",NA,"13-6",""
"Oregon",2003,"Boys","Pole Vault",NA,"13-6",""
"Oregon",2004,"Boys","Pole Vault",NA,"13-0",""
"Oregon",2005,"Boys","Pole Vault",NA,"13-0",""
"Oregon",2006,"Boys","Pole Vault",NA,"13-0",""
"Oregon",1978,"Girls","100m",NA,"12.15",""
"Oregon",1979,"Girls","100m",NA,"12.21",""
"Oregon",1980,"Girls","100m",NA,"12.15",""
"Oregon",1981,"Girls","100m",NA,"12.30",""
"Oregon",1982,"Girls","100m",NA,"11.79","w"
"Oregon",1983,"Girls","100m",NA,"12.1",""
"Oregon",1984,"Girls","100m",NA,"12.18",""
"Oregon",1985,"Girls","100m",NA,"12.27",""
"Oregon",1986,"Girls","100m",NA,"12.30","w"
"Oregon",1987,"Girls","100m",NA,"12.45",""
"Oregon",1988,"Girls","100m",NA,"12.12",""
"Oregon",1989,"Girls","100m",NA,"12.11",""
"Oregon",1990,"Girls","100m",NA,"12.34",""
"Oregon",1991,"Girls","100m",NA,"12.16","w"
"Oregon",1992,"Girls","100m",NA,"12.17","w"
"Oregon",1993,"Girls","100m",NA,"12.24","w"
"Oregon",1994,"Girls","100m",NA,"12.52",""
"Oregon",1995,"Girls","100m",NA,"12.35",""
"Oregon",1996,"Girls","100m",NA,"12.26","w"
"Oregon",1997,"Girls","100m",NA,"12.08",""
"Oregon",1998,"Girls","100m",NA,"12.32",""
"Oregon",1999,"Girls","100m",NA,"12.03","w"
"Oregon",2000,"Girls","100m",NA,"12.57",""
"Oregon",2001,"Girls","100m",NA,"12.20",""
"Oregon",2002,"Girls","100m",NA,"12.15",""
"Oregon",2003,"Girls","100m",NA,"12.00",""
"Oregon",2004,"Girls","100m",NA,"12.25",""
"Oregon",2005,"Girls","100m",NA,"12.05",""
"Oregon",2006,"Girls","100m",NA,"12.23",""
"Oregon",1978,"Girls","800m",NA,"2:07.6",""
"Oregon",1979,"Girls","800m",NA,"2:10.18",""
"Oregon",1980,"Girls","800m",NA,"2:13.88",""
"Oregon",1981,"Girls","800m",NA,"2:09.62",""
"Oregon",1982,"Girls","800m",NA,"2:15.92",""
"Oregon",1983,"Girls","800m",NA,"2:14.0",""
"Oregon",1984,"Girls","800m",NA,"2:13.89",""
"Oregon",1985,"Girls","800m",NA,"2:10.72",""
"Oregon",1986,"Girls","800m",NA,"2:12.86",""
"Oregon",1987,"Girls","800m",NA,"2:13.00",""
"Oregon",1988,"Girls","800m",NA,"2:14.24",""
"Oregon",1989,"Girls","800m",NA,"2:11.72",""
"Oregon",1990,"Girls","800m",NA,"2:13.61",""
"Oregon",1991,"Girls","800m",NA,"2:17.71",""
"Oregon",1992,"Girls","800m",NA,"2:15.99",""
"Oregon",1993,"Girls","800m",NA,"2:18.70",""
"Oregon",1994,"Girls","800m",NA,"2:09.14",""
"Oregon",1995,"Girls","800m",NA,"2:09.25",""
"Oregon",1996,"Girls","800m",NA,"2:13.23",""
"Oregon",1997,"Girls","800m",NA,"2:11.93",""
"Oregon",1998,"Girls","800m",NA,"2:15.57",""
"Oregon",1999,"Girls","800m",NA,"2:14.74",""
"Oregon",2000,"Girls","800m",NA,"2:14.03",""
"Oregon",2001,"Girls","800m",NA,"2:13.38",""
"Oregon",2002,"Girls","800m",NA,"2:14.26",""
"Oregon",2003,"Girls","800m",NA,"2:11.61",""
"Oregon",2004,"Girls","800m",NA,"2:15.81",""
"Oregon",2005,"Girls","800m",NA,"2:14.64",""
"Oregon",2006,"Girls","800m",NA,"2:15.47",""
"Oregon",1978,"Girls","1500m",NA,"4:33.1",""
"Oregon",1979,"Girls","1500m",NA,"4:28.41",""
"Oregon",1980,"Girls","1500m",NA,"4:32.79",""
"Oregon",1981,"Girls","1500m",NA,"4:24.54",""
"Oregon",1982,"Girls","1500m",NA,"4:26.81",""
"Oregon",1983,"Girls","1500m",NA,"4:36.70",""
"Oregon",1984,"Girls","1500m",NA,"4:33.55",""
"Oregon",1985,"Girls","1500m",NA,"4:28.48",""
"Oregon",1986,"Girls","1500m",NA,"4:43.09",""
"Oregon",1987,"Girls","1500m",NA,"4:38.39",""
"Oregon",1988,"Girls","1500m",NA,"4:32.06",""
"Oregon",1989,"Girls","1500m",NA,"4:41.27",""
"Oregon",1990,"Girls","1500m",NA,"4:40.78",""
"Oregon",1991,"Girls","1500m",NA,"4:39.8",""
"Oregon",1992,"Girls","1500m",NA,"4:42.12",""
"Oregon",1993,"Girls","1500m",NA,"4:43.60",""
"Oregon",1994,"Girls","1500m",NA,"4:32.33",""
"Oregon",1995,"Girls","1500m",NA,"4:36.79",""
"Oregon",1996,"Girls","1500m",NA,"4:40.65",""
"Oregon",1997,"Girls","1500m",NA,"4:31.32",""
"Oregon",1998,"Girls","1500m",NA,"4:38.43",""
"Oregon",1999,"Girls","1500m",NA,"4:31.04",""
"Oregon",2000,"Girls","1500m",NA,"4:39.67",""
"Oregon",2001,"Girls","1500m",NA,"4:37.54",""
"Oregon",2002,"Girls","1500m",NA,"4:39.84",""
"Oregon",2003,"Girls","1500m",NA,"4:35.84",""
"Oregon",2004,"Girls","1500m",NA,"4:37.92",""
"Oregon",2005,"Girls","1500m",NA,"4:36.22",""
"Oregon",2006,"Girls","1500m",NA,"4:36.63",""
"Oregon",1966,"Girls","High Jump",NA,"4-8",""
"Oregon",1967,"Girls","High Jump",NA,"4-10",""
"Oregon",1968,"Girls","High Jump",NA,"5-1 3⁄4",""
"Oregon",1969,"Girls","High Jump",NA,"5-0",""
"Oregon",1970,"Girls","High Jump",NA,"5-0",""
"Oregon",1971,"Girls","High Jump",NA,"5-2",""
"Oregon",1972,"Girls","High Jump",NA,"5-3",""
"Oregon",1973,"Girls","High Jump",NA,"5-2",""
"Oregon",1974,"Girls","High Jump",NA,"5-1",""
"Oregon",1975,"Girls","High Jump",NA,"5-6",""
"Oregon",1976,"Girls","High Jump",NA,"5-7",""
"Oregon",1977,"Girls","High Jump",NA,"5-6",""
"Oregon",1978,"Girls","High Jump",NA,"5-7",""
"Oregon",1979,"Girls","High Jump",NA,"5-5",""
"Oregon",1980,"Girls","High Jump",NA,"5-8",""
"Oregon",1981,"Girls","High Jump",NA,"5-6",""
"Oregon",1982,"Girls","High Jump",NA,"5-8 1⁄2",""
"Oregon",1983,"Girls","High Jump",NA,"5-8",""
"Oregon",1984,"Girls","High Jump",NA,"5-8",""
"Oregon",1985,"Girls","High Jump",NA,"5-8",""
"Oregon",1986,"Girls","High Jump",NA,"5-7",""
"Oregon",1987,"Girls","High Jump",NA,"5-10",""
"Oregon",1988,"Girls","High Jump",NA,"5-8",""
"Oregon",1989,"Girls","High Jump",NA,"5-6",""
"Oregon",1990,"Girls","High Jump",NA,"5-6",""
"Oregon",1991,"Girls","High Jump",NA,"5-5",""
"Oregon",1992,"Girls","High Jump",NA,"5-6",""
"Oregon",1993,"Girls","High Jump",NA,"5-6",""
"Oregon",1994,"Girls","High Jump",NA,"5-7",""
"Oregon",1995,"Girls","High Jump",NA,"5-6",""
"Oregon",1996,"Girls","High Jump",NA,"5-8",""
"Oregon",1997,"Girls","High Jump",NA,"5-2",""
"Oregon",1998,"Girls","High Jump",NA,"5-5",""
"Oregon",1999,"Girls","High Jump",NA,"5-6",""
"Oregon",2000,"Girls","High Jump",NA,"5-6",""
"Oregon",2001,"Girls","High Jump",NA,"5-6",""
"Oregon",2002,"Girls","High Jump",NA,"5-4",""
"Oregon",2003,"Girls","High Jump",NA,"5-7",""
"Oregon",2004,"Girls","High Jump",NA,"5-3",""
"Oregon",2005,"Girls","High Jump",NA,"5-3",""
"Oregon",2006,"Girls","High Jump",NA,"5-4",""
"Oregon",1995,"Girls","Pole Vault",NA,"11-0",""
"Oregon",1996,"Girls","Pole Vault",NA,"11-4",""
"Oregon",1997,"Girls","Pole Vault",NA,"10-2",""
"Oregon",1998,"Girls","Pole Vault",NA,"11-5",""
"Oregon",1999,"Girls","Pole Vault",NA,"11-8",""
"Oregon",2000,"Girls","Pole Vault",NA,"12-0",""
"Oregon",2001,"Girls","Pole Vault",NA,"11-9",""
"Oregon",2002,"Girls","Pole Vault",NA,"11-3",""
"Oregon",2003,"Girls","Pole Vault",NA,"12-6 1⁄2",""
"Oregon",2004,"Girls","Pole Vault",NA,"11-9",""
"Oregon",2005,"Girls","Pole Vault",NA,"12-0",""
"Oregon",2006,"Girls","Pole Vault",NA,"11-9",""
"Oregon",1966,"Girls","100y",NA,"11.1",""
"Oregon",1967,"Girls","100y",NA,"10.4",""
"Oregon",1968,"Girls","100y",NA,"10.6",""
"Oregon",1969,"Girls","100y",NA,"10.9",""
"Oregon",1970,"Girls","100y",NA,"11.0",""
"Oregon",1971,"Girls","100y",NA,"11.3",""
"Oregon",1972,"Girls","100y",NA,"10.9",""
"Oregon",1973,"Girls","100y",NA,"11.7",""
"Oregon",1974,"Girls","100y",NA,"11.5",""
"Oregon",1975,"Girls","100y",NA,"10.97",""
"Oregon",1976,"Girls","100y",NA,"11.62",""
"Oregon",1977,"Girls","100y",NA,"11.23",""
"Oregon",1966,"Girls","880y",NA,"2:22.2",""
"Oregon",1967,"Girls","880y",NA,"2:19.8",""
"Oregon",1968,"Girls","880y",NA,"2:18.8",""
"Oregon",1969,"Girls","880y",NA,"2:20.0",""
"Oregon",1970,"Girls","880y",NA,"2:19.4",""
"Oregon",1971,"Girls","880y",NA,"2:21.5",""
"Oregon",1972,"Girls","880y",NA,"2:16.6",""
"Oregon",1973,"Girls","880y",NA,"2:19.1",""
"Oregon",1974,"Girls","880y",NA,"2:20.5",""
"Oregon",1975,"Girls","880y",NA,"2:16.32",""
"Oregon",1976,"Girls","880y",NA,"2:13.28",""
"Oregon",1977,"Girls","880y",NA,"2:13.43",""
"Oregon",1968,"Girls","Mile",NA,"5:27.9",""
"Oregon",1969,"Girls","Mile",NA,"5:29.7",""
"Oregon",1970,"Girls","Mile",NA,"5:22.5",""
"Oregon",1971,"Girls","Mile",NA,"5:09.2",""
"Oregon",1972,"Girls","Mile",NA,"5:08.0",""
"Oregon",1973,"Girls","Mile",NA,"5:19.6",""
"Oregon",1974,"Girls","Mile",NA,"5:18.8",""
"Oregon",1975,"Girls","Mile",NA,"5:03.53",""
"Oregon",1976,"Girls","Mile",NA,"4:50.49",""
"Oregon",1977,"Girls","Mile",NA,"4:48.94",""
"Oregon",1977,"Girls","Mile",NA,"10:43.4",""
"Oregon",1978,"Girls","100m",NA,"12.4",""
"Oregon",1979,"Girls","100m",NA,"12.4",""
"Oregon",1980,"Girls","100m",NA,"12.4",""
"Oregon",1981,"Girls","100m",NA,"12.4",""
"Oregon",1982,"Girls","100m",NA,"12.46",""
"Oregon",1983,"Girls","100m",NA,"12.25",""
"Oregon",1984,"Girls","100m",NA,"12.68",""
"Oregon",1985,"Girls","100m",NA,"12.75",""
"Oregon",1986,"Girls","100m",NA,"12.59",""
"Oregon",1987,"Girls","100m",NA,"12.4",""
"Oregon",1988,"Girls","100m",NA,"12.5",""
"Oregon",1989,"Girls","100m",NA,"12.55",""
"Oregon",1990,"Girls","100m",NA,"12.64",""
"Oregon",1991,"Girls","100m",NA,"12.92",""
"Oregon",1992,"Girls","100m",NA,"12.55","w"
"Oregon",1993,"Girls","100m",NA,"12.55","w"
"Oregon",1994,"Girls","100m",NA,"12.79",""
"Oregon",1995,"Girls","100m",NA,"12.52","w"
"Oregon",1996,"Girls","100m",NA,"12.47",""
"Oregon",1997,"Girls","100m",NA,"12.10","w"
"Oregon",1998,"Girls","100m",NA,"12.18","w"
"Oregon",1999,"Girls","100m",NA,"12.58","w"
"Oregon",2000,"Girls","100m",NA,"12.11",""
"Oregon",2001,"Girls","100m",NA,"12.79",""
"Oregon",2002,"Girls","100m",NA,"12.64",""
"Oregon",2003,"Girls","100m",NA,"12.30",""
"Oregon",2004,"Girls","100m",NA,"12.45",""
"Oregon",2005,"Girls","100m",NA,"12.76",""
"Oregon",2006,"Girls","100m",NA,"12.79",""
"Oregon",1978,"Girls","800m",NA,"2:18.8",""
"Oregon",1979,"Girls","800m",NA,"2:19.0",""
"Oregon",1980,"Girls","800m",NA,"2:19.5",""
"Oregon",1981,"Girls","800m",NA,"2:20.7",""
"Oregon",1982,"Girls","800m",NA,"2:21.35",""
"Oregon",1983,"Girls","800m",NA,"2:19.68",""
"Oregon",1984,"Girls","800m",NA,"2:24.52",""
"Oregon",1985,"Girls","800m",NA,"2:18.83",""
"Oregon",1986,"Girls","800m",NA,"2:21.22",""
"Oregon",1987,"Girls","800m",NA,"2:18.5",""
"Oregon",1988,"Girls","800m",NA,"2:22.94",""
"Oregon",1989,"Girls","800m",NA,"2:20.00",""
"Oregon",1990,"Girls","800m",NA,"2:19.04",""
"Oregon",1991,"Girls","800m",NA,"2:17.22",""
"Oregon",1992,"Girls","800m",NA,"2:18.31",""
"Oregon",1993,"Girls","800m",NA,"2:19.56",""
"Oregon",1994,"Girls","800m",NA,"2:15.99",""
"Oregon",1995,"Girls","800m",NA,"2:20.26",""
"Oregon",1996,"Girls","800m",NA,"2:18.54",""
"Oregon",1997,"Girls","800m",NA,"2:20.59",""
"Oregon",1998,"Girls","800m",NA,"2:14.09",""
"Oregon",1999,"Girls","800m",NA,"2:14.89",""
"Oregon",2000,"Girls","800m",NA,"2:18.00",""
"Oregon",2001,"Girls","800m",NA,"2:21.28",""
"Oregon",2002,"Girls","800m",NA,"2:18.81",""
"Oregon",2003,"Girls","800m",NA,"2:12.78",""
"Oregon",2004,"Girls","800m",NA,"2:17.96",""
"Oregon",2005,"Girls","800m",NA,"2:14.90",""
"Oregon",2006,"Girls","800m",NA,"2:15.34",""
"Oregon",1978,"Girls","1500m",NA,"4:49.8",""
"Oregon",1979,"Girls","1500m",NA,"4:48.0",""
"Oregon",1980,"Girls","1500m",NA,"4:50.9",""
"Oregon",1981,"Girls","1500m",NA,"4:50.0",""
"Oregon",1982,"Girls","1500m",NA,"4:52.08",""
"Oregon",1983,"Girls","1500m",NA,"4:43.36",""
"Oregon",1984,"Girls","1500m",NA,"4:48.58",""
"Oregon",1985,"Girls","1500m",NA,"4:46.43",""
"Oregon",1986,"Girls","1500m",NA,"4:48.41",""
"Oregon",1987,"Girls","1500m",NA,"4:46.0",""
"Oregon",1988,"Girls","1500m",NA,"4:44.97",""
"Oregon",1989,"Girls","1500m",NA,"4:46.05",""
"Oregon",1990,"Girls","1500m",NA,"4:45.35",""
"Oregon",1991,"Girls","1500m",NA,"4:39.09",""
"Oregon",1992,"Girls","1500m",NA,"4:49.65",""
"Oregon",1993,"Girls","1500m",NA,"4:42.03",""
"Oregon",1994,"Girls","1500m",NA,"4:41.32",""
"Oregon",1995,"Girls","1500m",NA,"4:37.08",""
"Oregon",1996,"Girls","1500m",NA,"4:38.39",""
"Oregon",1997,"Girls","1500m",NA,"4:34.93",""
"Oregon",1998,"Girls","1500m",NA,"4:36.62",""
"Oregon",1999,"Girls","1500m",NA,"4:35.87",""
"Oregon",2000,"Girls","1500m",NA,"4:42.02",""
"Oregon",2001,"Girls","1500m",NA,"4:42.62",""
"Oregon",2002,"Girls","1500m",NA,"4:38.63",""
"Oregon",2003,"Girls","1500m",NA,"4:31.92",""
"Oregon",2004,"Girls","1500m",NA,"4:43.50",""
"Oregon",2005,"Girls","1500m",NA,"4:34.68",""
"Oregon",2006,"Girls","1500m",NA,"4:43.33",""
"Oregon",1969,"Girls","High Jump",NA,"5-0",""
"Oregon",1970,"Girls","High Jump",NA,"5-4",""
"Oregon",1971,"Girls","High Jump",NA,"5-1",""
"Oregon",1972,"Girls","High Jump",NA,"5-5 1⁄4",""
"Oregon",1973,"Girls","High Jump",NA,"5-8",""
"Oregon",1974,"Girls","High Jump",NA,"6-0",""
"Oregon",1975,"Girls","High Jump",NA,"5-4",""
"Oregon",1976,"Girls","High Jump",NA,"5-6",""
"Oregon",1977,"Girls","High Jump",NA,"5-6",""
"Oregon",1978,"Girls","High Jump",NA,"5-8",""
"Oregon",1979,"Girls","High Jump",NA,"5-8",""
"Oregon",1980,"Girls","High Jump",NA,"5-8",""
"Oregon",1981,"Girls","High Jump",NA,"5-8",""
"Oregon",1982,"Girls","High Jump",NA,"5-6",""
"Oregon",1983,"Girls","High Jump",NA,"5-3",""
"Oregon",1984,"Girls","High Jump",NA,"5-5",""
"Oregon",1985,"Girls","High Jump",NA,"5-4",""
"Oregon",1986,"Girls","High Jump",NA,"5-6",""
"Oregon",1987,"Girls","High Jump",NA,"5-6",""
"Oregon",1988,"Girls","High Jump",NA,"5-7",""
"Oregon",1989,"Girls","High Jump",NA,"5-6",""
"Oregon",1990,"Girls","High Jump",NA,"5-8",""
"Oregon",1991,"Girls","High Jump",NA,"5-3",""
"Oregon",1992,"Girls","High Jump",NA,"5-5",""
"Oregon",1993,"Girls","High Jump",NA,"5-6",""
"Oregon",1994,"Girls","High Jump",NA,"5-6",""
"Oregon",1995,"Girls","High Jump",NA,"5-6",""
"Oregon",1996,"Girls","High Jump",NA,"5-6",""
"Oregon",1997,"Girls","High Jump",NA,"5-5",""
"Oregon",1998,"Girls","High Jump",NA,"5-6",""
"Oregon",1999,"Girls","High Jump",NA,"5-9",""
"Oregon",2000,"Girls","High Jump",NA,"5-6",""
"Oregon",2001,"Girls","High Jump",NA,"5-6",""
"Oregon",2002,"Girls","High Jump",NA,"5-8",""
"Oregon",2003,"Girls","High Jump",NA,"5-6",""
"Oregon",2004,"Girls","High Jump",NA,"5-6",""
"Oregon",2005,"Girls","High Jump",NA,"5-9",""
"Oregon",2006,"Girls","High Jump",NA,"5-2",""
"Oregon",1995,"Girls","Pole Vault",NA,"10-9",""
"Oregon",1996,"Girls","Pole Vault",NA,"10-2",""
"Oregon",1997,"Girls","Pole Vault",NA,"10-6",""
"Oregon",1998,"Girls","Pole Vault",NA,"11-8",""
"Oregon",1999,"Girls","Pole Vault",NA,"11-6",""
"Oregon",2000,"Girls","Pole Vault",NA,"10-6",""
"Oregon",2001,"Girls","Pole Vault",NA,"10-6",""
"Oregon",2002,"Girls","Pole Vault",NA,"11-3",""
"Oregon",2003,"Girls","Pole Vault",NA,"11-9",""
"Oregon",2004,"Girls","Pole Vault",NA,"12-0",""
"Oregon",2005,"Girls","Pole Vault",NA,"12-4",""
"Oregon",2006,"Girls","Pole Vault",NA,"11-6",""
"Oregon",1969,"Girls","100y",NA,"11.2",""
"Oregon",1970,"Girls","100y",NA,"11.1",""
"Oregon",1971,"Girls","100y",NA,"11.2",""
"Oregon",1972,"Girls","100y",NA,"11.4",""
"Oregon",1973,"Girls","100y",NA,"11.4",""
"Oregon",1974,"Girls","100y",NA,"11.3",""
"Oregon",1975,"Girls","100y",NA,"11.81",""
"Oregon",1976,"Girls","100y",NA,"11.42",""
"Oregon",1977,"Girls","100y",NA,"11.5",""
"Oregon",1969,"Girls","880y",NA,"2:28.1",""
"Oregon",1970,"Girls","880y",NA,"2:23.3",""
"Oregon",1971,"Girls","880y",NA,"2:24.0",""
"Oregon",1972,"Girls","880y",NA,"2:27.9",""
"Oregon",1973,"Girls","880y",NA,"2:21.1",""
"Oregon",1974,"Girls","880y",NA,"2:18.5",""
"Oregon",1975,"Girls","880y",NA,"2:20.19",""
"Oregon",1976,"Girls","880y",NA,"2:15.88",""
"Oregon",1977,"Girls","880y",NA,"2:15.1",""
"Oregon",1969,"Girls","Mile",NA,"5:45.6",""
"Oregon",1970,"Girls","Mile",NA,"5:28.5",""
"Oregon",1971,"Girls","Mile",NA,"5:22.6",""
"Oregon",1972,"Girls","Mile",NA,"5:35.4",""
"Oregon",1973,"Girls","Mile",NA,"5:21.0",""
"Oregon",1974,"Girls","Mile",NA,"5:26.9",""
"Oregon",1975,"Girls","Mile",NA,"5:09.83",""
"Oregon",1976,"Girls","Mile",NA,"5:03.85",""
"Oregon",1977,"Girls","Mile",NA,"4:55.7",""
"Oregon",1977,"Girls","Mile",NA,"11:36.1",""
"Oregon",1978,"Girls","100m",NA,"12.4",""
"Oregon",1979,"Girls","100m",NA,"12.7",""
"Oregon",1980,"Girls","100m",NA,"12.4",""
"Oregon",1981,"Girls","100m",NA,"13.0",""
"Oregon",1982,"Girls","100m",NA,"12.7",""
"Oregon",1983,"Girls","100m",NA,"13.15",""
"Oregon",1984,"Girls","100m",NA,"13.1",""
"Oregon",1985,"Girls","100m",NA,"12.3",""
"Oregon",1986,"Girls","100m",NA,"12.3",""
"Oregon",1987,"Girls","100m",NA,"12.3",""
"Oregon",1988,"Girls","100m",NA,"12.84",""
"Oregon",1989,"Girls","100m",NA,"12.45",""
"Oregon",1990,"Girls","100m",NA,"12.67",""
"Oregon",1991,"Girls","100m",NA,"13.19",""
"Oregon",1992,"Girls","100m",NA,"12.97",""
"Oregon",1992,"Girls","100m",NA,"12.97",""
"Oregon",1993,"Girls","100m",NA,"12.92",""
"Oregon",1994,"Girls","100m",NA,"12.88",""
"Oregon",1995,"Girls","100m",NA,"12.86",""
"Oregon",1996,"Girls","100m",NA,"13.02",""
"Oregon",1997,"Girls","100m",NA,"12.75",""
"Oregon",1998,"Girls","100m",NA,"13.10",""
"Oregon",1999,"Girls","100m",NA,"12.92",""
"Oregon",2000,"Girls","100m",NA,"12.84",""
"Oregon",2001,"Girls","100m",NA,"12.99",""
"Oregon",2002,"Girls","100m",NA,"12.96",""
"Oregon",2003,"Girls","100m",NA,"13.00",""
"Oregon",2004,"Girls","100m",NA,"12.83",""
"Oregon",2005,"Girls","100m",NA,"12.71",""
"Oregon",2006,"Girls","100m",NA,"12.97",""
"Oregon",1978,"Girls","800m",NA,"2:21.6",""
"Oregon",1979,"Girls","800m",NA,"2:20.9",""
"Oregon",1980,"Girls","800m",NA,"2:19.7",""
"Oregon",1981,"Girls","800m",NA,"2:16.9",""
"Oregon",1982,"Girls","800m",NA,"2:17.5",""
"Oregon",1983,"Girls","800m",NA,"2:22.97",""
"Oregon",1984,"Girls","800m",NA,"2:19.6",""
"Oregon",1985,"Girls","800m",NA,"2:22.4",""
"Oregon",1986,"Girls","800m",NA,"2:21.3",""
"Oregon",1987,"Girls","800m",NA,"2:25.2",""
"Oregon",1988,"Girls","800m",NA,"2:26.60",""
"Oregon",1989,"Girls","800m",NA,"2:22.22",""
"Oregon",1990,"Girls","800m",NA,"2:21.53",""
"Oregon",1991,"Girls","800m",NA,"2:20.9",""
"Oregon",1992,"Girls","800m",NA,"2:21.0",""
"Oregon",1993,"Girls","800m",NA,"2:21.2",""
"Oregon",1994,"Girls","800m",NA,"2:20.27",""
"Oregon",1995,"Girls","800m",NA,"2:25.04",""
"Oregon",1996,"Girls","800m",NA,"2:22.14",""
"Oregon",1997,"Girls","800m",NA,"2:21.49",""
"Oregon",1998,"Girls","800m",NA,"2:20.38",""
"Oregon",1999,"Girls","800m",NA,"2:21.77",""
"Oregon",2000,"Girls","800m",NA,"2:16.97",""
"Oregon",2001,"Girls","800m",NA,"2:21.18",""
"Oregon",2002,"Girls","800m",NA,"2:17.22",""
"Oregon",2003,"Girls","800m",NA,"2:21.51",""
"Oregon",2004,"Girls","800m",NA,"2:15.90",""
"Oregon",2005,"Girls","800m",NA,"2:20.61",""
"Oregon",2006,"Girls","800m",NA,"2:17.95",""
"Oregon",1978,"Girls","1500m",NA,"4:51.7",""
"Oregon",1979,"Girls","1500m",NA,"4:46.7",""
"Oregon",1980,"Girls","1500m",NA,"4:37.8",""
"Oregon",1981,"Girls","1500m",NA,"4:38.3",""
"Oregon",1982,"Girls","1500m",NA,"4:42.9",""
"Oregon",1983,"Girls","1500m",NA,"4:51.87",""
"Oregon",1984,"Girls","1500m",NA,"4:55.0",""
"Oregon",1985,"Girls","1500m",NA,"4:52.95",""
"Oregon",1986,"Girls","1500m",NA,"4:54.9",""
"Oregon",1987,"Girls","1500m",NA,"4:46.3",""
"Oregon",1988,"Girls","1500m",NA,"4:49.78",""
"Oregon",1989,"Girls","1500m",NA,"4:58.47",""
"Oregon",1990,"Girls","1500m",NA,"4:52.52",""
"Oregon",1991,"Girls","1500m",NA,"4:49.59",""
"Oregon",1992,"Girls","1500m",NA,"4:57.8",""
"Oregon",1993,"Girls","1500m",NA,"4:45.24",""
"Oregon",1994,"Girls","1500m",NA,"4:47.1",""
"Oregon",1995,"Girls","1500m",NA,"4:54.61",""
"Oregon",1996,"Girls","1500m",NA,"5:06.22",""
"Oregon",1997,"Girls","1500m",NA,"4:57.17",""
"Oregon",1998,"Girls","1500m",NA,"4:53.72",""
"Oregon",1999,"Girls","1500m",NA,"4:56.20",""
"Oregon",2000,"Girls","1500m",NA,"4:38.52",""
"Oregon",2001,"Girls","1500m",NA,"5:01.01",""
"Oregon",2002,"Girls","1500m",NA,"4:57.50",""
"Oregon",2003,"Girls","1500m",NA,"4:48.17",""
"Oregon",2004,"Girls","1500m",NA,"4:51.93",""
"Oregon",2005,"Girls","1500m",NA,"4:41.55",""
"Oregon",2006,"Girls","1500m",NA,"4:40.32",""
"Oregon",1971,"Girls","High Jump",NA,"4-10",""
"Oregon",1972,"Girls","High Jump",NA,"5-2",""
"Oregon",1973,"Girls","High Jump",NA,"5-3 1⁄4",""
"Oregon",1974,"Girls","High Jump",NA,"5-3",""
"Oregon",1975,"Girls","High Jump",NA,"5-4",""
"Oregon",1976,"Girls","High Jump",NA,"5-4 3⁄4",""
"Oregon",1977,"Girls","High Jump",NA,"5-3",""
"Oregon",1978,"Girls","High Jump",NA,"5-4",""
"Oregon",1979,"Girls","High Jump",NA,"5-7",""
"Oregon",1980,"Girls","High Jump",NA,"5-9",""
"Oregon",1981,"Girls","High Jump",NA,"5-9 3⁄4",""
"Oregon",1982,"Girls","High Jump",NA,"6-0",""
"Oregon",1983,"Girls","High Jump",NA,"5-4",""
"Oregon",1984,"Girls","High Jump",NA,"5-3",""
"Oregon",1985,"Girls","High Jump",NA,"5-5",""
"Oregon",1986,"Girls","High Jump",NA,"5-5",""
"Oregon",1987,"Girls","High Jump",NA,"5-4",""
"Oregon",1988,"Girls","High Jump",NA,"5-6",""
"Oregon",1989,"Girls","High Jump",NA,"5-2",""
"Oregon",1990,"Girls","High Jump",NA,"5-4",""
"Oregon",1991,"Girls","High Jump",NA,"5-3",""
"Oregon",1992,"Girls","High Jump",NA,"5-4",""
"Oregon",1993,"Girls","High Jump",NA,"5-3",""
"Oregon",1994,"Girls","High Jump",NA,"5-1",""
"Oregon",1995,"Girls","High Jump",NA,"5-5",""
"Oregon",1996,"Girls","High Jump",NA,"5-1",""
"Oregon",1997,"Girls","High Jump",NA,"5-3",""
"Oregon",1998,"Girls","High Jump",NA,"5-2",""
"Oregon",1999,"Girls","High Jump",NA,"5-5",""
