2006 Girls Track & Field State Champions,x,x,x
AAA Michelle Montoya  Tucumcari 2:20.82,,,
AA Tina Childers Jal 2:28.32,,,
A Sharla Gardner Dora  2:34.59,,,
,,,
1500 M Run,,,
Class Name School  Time,,,
AAAA  Lisa Valle  Alamogordo  4:43.46,,,
AAA Michelle Montoya  Tucumcari 4:58.99,,,
AA Petula Chischella  Crownpoint 5:20.63,,,
A Rebecca Owens  Reserve 5:20.48,,,
,,,
3000 M Run,,,
Class Name School  Time,,,
AAAA  Woody VernaGallup  10:32.86,,,
AAA Laura Macelhose  Albuquerque Academy 11:20.81,,,
AA Lisa Gonzales  Peñasco 11:30.69,,,
A Mandy Owens  Cloudcroft 11:38.06,,,
,,,
100 M Hurdles (30”),,,
Class Name,School,Time,
AAAA  Tania Thompson,Manzano,14.47,
AAA K.C. Goodwin,Albuquerque Academy,15.4,
AA Claudia Austin,Clayton,15.28,
A Aurora Zamora,Mountainair,15.64,
,,,
300 M Hurdles,,,
Class Name,School,Time,
AAAA  Tania Thompson,Manzano,45.79,
AAA Linly Brummell,St. Pius,47.26,
AA Cludia Austin,Clayton,48.39,
A Aurora Zamora,Mountainair,48.17,
,,,
400 M Relay,,,
Class,School,Time,
AAAA,Albuquerque,49.3,
AAA,Lovington,49.13,
AA,Clayton,52.39,
A,Tatum,50.8,
,,,
800 M Relay,,,
Class,School,Time,
AAAA,Albuquerque,01:45.0,
AAA,Lovington,01:43.8,
AA,Clayton,01:50.4,
A,Tatum,01:46.3,
,,,
800 M Relay Medley,,,
Class,School,Time,
AAAA,Eldorado,01:48.0,
AAA,Goddard,01:51.0,
AA,Springer,01:56.0,
A,Tatum,01:52.7,
,,,
1600 M Relay,,,
Class,School,Time,
AAAA,Las Cruces,04:04.6,
AAA,Robertson,04:07.7,
AA,Jal,04:13.4,
A,Fort Sumner,04:04.9,
Shot Put,,,
Class Name,,School,Distance
AAAA  Carla Garrett,,Sandia,50’-00.25”
AAA Wendi Miller,,Hot Springs,40’-00.25”
AA Berna Garcia,,Escalante,35’-04.75”
A Cheryl Scott,,Texico,35’-10.25”
,,,
Discus,,,
Class Name,,School,Distance
AAAA  Carla Garrett,,Santa Fe,159’-08.00”
AAA Wendi Miller,,Hot Springs,121’-02.00”
AA Richelle Birdwell,,Clayton,98’-08.00”
A Cheryl Scott,,Texico,106’-04.00”
,,,
Long Jump,,,
Class Name,,School,Distance
AAAA  Terry Florence,,Eldorado,18’-02.50”
AAA Annette DiLorenzo,,St. Pius,17’-01.00”
AA Jackie Kemp,,Jal,16’-08.50”
A Toni Brooks,,Tatum,17’-08.50”
,,,
High Jump,,,
Class Name,,School,Distance
AAAA  Latonne Jones,,Clovis,5’-04.00”
AAA Lynne Frey,,Tucumcari,5’-06.00”
AA Claudia Austin,,Clayton,4’-10.00”
A Cheryl Clark,,Melrose,5’-06.00”
1983 Girls Track & Field State Champions,,,
,,,
,,,
100 M Dash,,,
Class Name School  Time,,,
AAAA  Pat Mack Highland 12.18,,,
AAA Tracy WilsonLos Lunas 12.25,,,
AA Lewanda bean  Jal 12.70,,,
A Toni Brooks Tatum  12.20,,,
,,,
200 M Dash,,,
Class Name School  Time,,,
AAAA  Reator Golston Manzano 25.39,,,
AAA Tricia Westenburg Lovington 26.70,,,
AA Lewanda Bean  Jal 26.41,,,
A Toni Brooks Tatum  25.50,,,
,,,
400 M Dash,,,
Class Name School  Time,,,
AAAA  Reator Golston Manzano 57.09,,,
AAA Donna Armenta  Bloomfield  59.06,,,
AA Jackie Kemp Jal 59.00,,,
A Robin Bradley  Melrose 59.35,,,
,,,
800 M Dash,,,
Class Name School  Time,,,
AAAA  Jill Caddes  Las Cruces 2:18.09,,,
AAA Michelle Montoya  Tucumcari 2:21.75,,,
AA Carrie HouseThoreau 2:24.72,,,
A Clair Gonzales Mountainair 2:30.70,,,
,,,
1500 M Run,,,
Class Name School  Time,,,
AAAA  Lisa Valle Alamogordo 4:51.83,,,
AAA Michelle Montoya  Tucumcari 5:02.20,,,
AA Carrie HouseThoreau 5:06.78,,,
A Rebecca Aragon Reserve 5:23.32,,,
,,,
3000 M Run,,,
Class Name School  Time,,,
AAAA  Verna Wood  Gallup  10:46.36,,,
AAA Therese Pacheco West Las Vegas 11:10.24,,,
100 M Hurdles (30”),,,
Class Name,School,Time,
AAAA  Tonia Thompson,Manzano,13.88,
AAA Julie Hansen,Albuquerque Academy,15.08,
AA Amber Welty,Thoreau,15.57,
A D’Raye Hilburn,Tatum,15.51,
,,,
75 M Hurdles (30”),,,
Class Name,School,Time,
AAAA  Tonia Thompson,Manzano,10.6,
AAA Julie Hansen,Albuquerque Academy,11.4,
AA Amber Welty,Thoreau,11.63,
A D’Raye Hilburn,Tatum,11.64,
,,,
400 M Relay,,,
Class,School,Time,
AAAA,Eldorado,48.6,
AAA,Aztec,50.53,
AA,Jal,51.34,
A,Tatum,50.9,
,,,
800 M Relay,,,
Class,School,Time,
AAAA,Manzano,01:43.0,
AAA,Lovington,01:45.6,
AA,Fort Sumner,01:50.0,
A,Tatum,01:46.5,
,,,
800 M Relay Medley,,,
Class,School,Time,
AAAA,Santa Fe,01:50.6,
AAA,Albuquerque Academy,01:56.0,
AA,Fort Sumner,01:57.4,
A,Tatum,01:53.1,
,,,
1600 M Relay,,,
Class,School,Time,
AAAA,Manzano,03:58.0,
AAA,Albuquerque Academy,04:10.3,
AA,Fort Sumner,04:15.2,
A,Texico,04:23.3,
Shot Put,,,
Class Name,,School,Distance
AAAA  Carla Garrett,,Santa Fe,48’-00.75”
AAA Cleo Kent,,Tucumcari,37’-10.00”
AA April Odom,,Jal,36’-01.00”
A Penny Hicks,,Navajo Academy,32’-04.75”
,,,
Discus,,,
Class Name,,School,Distance
AAAA  Carla Garrett,,Santa Fe,162’-00.00”
AAA Cindy Kent,,Kirtland Central,119’-06.00”
AA Karen Green,,Jal,98’-09.00”
A Penny Hicks,,Navajo Academy,100’-01.00”
,,,
Long Jump,,,
Class Name,,School,Distance
AAAA  Tara Spurlock,,Eldorado,18’-08.50”
AAA Kathleen Goodwin,,St. Pius,17’-08.25”
AA Doloras Medina,,Peñasco,16’-03.00”
A Toni Brooks,,Tatum,17’-10.75”
,,,
High Jump,,,
Class Name,,School,Distance
AAAA  Gloria Wims,,Hobbs,5’-04.00”
AAA Shannon Ortiz,,Raton,5’-02.00”
AA Amber Welty,,Thoreau,5’-05.00”
A Karen Snodgrass,,Texico,5’-00.00”
1982 Girls Track & Field State Champions,,,
,,,
,,,
100 M Dash,,,
Class Name School  Time,,,
AAAA  Ann Trela  Los Alamos 12.22,,,
AAA Connie Pyke  Socorro 12.52,,,
AA Jeannie Schaefer Moriarty  13.17,,,
A Robin Bradley  Melrose 12.47,,,
,,,
200 M Dash,,,
Class Name School  Time,,,
AAAA  Reator Golston  Manzano 24.84,,,
AAA Tara Spurlock  Socorro  25.34,,,
AA Jackie Kemp Jal 26.81,,,
A Toni Brooks Capitan  25.84,,,
,,,
400 M Dash,,,
Class Name School  Time,,,
AAAA  Reator Golston Manzano 58.15,,,
AAA Connie Pyke  Socorro 59.50,,,
AA Jackie Kemp Jal 58.28,,,
A Robin Bradley  Melrose 59.85,,,
,,,
800 M Dash,,,
Class Name School  Time,,,
AAAA  Lisa Valle Alamogordo 2:23.92,,,
AAA Dawn Eriacho  Zuni 2:22.79,,,
AA Sandra Gutierrez Santa Rosa  2:24.32,,,
A Laura LewAllen  Santa Fe Prep  2:30.86,,,
,,,
1500 M Run,,,
Class Name School  Time,,,
AAAA  Lisa Valle  Alamogordo 4:51.27,,,
AAA Dawn Eriacho  Zuni 4:56.17,,,
AA Roxy Hunt  Laguna-Acoma 5:07.99,,,
A Mandy Owens  Cloudcroft 5:24.11,,,
,,,
3000 M Run,,,
Class Name School  Time,,,
AAAA  D. Bigbee Santa Fe  10:55.35,,,
AAA Otero Los Lunas  11:10.82,,,
100 M Hurdles (30”),,,
Class Name,School,Time,
AAAA  Tonia Thompson,Manzano,14.48,
AAA Sara Rivera,Raton,15.85,
AA Amber Welty,Thoreau,16.09,
A D’Raye Hilburn,Tatum,15.91,
,,,
75 M Hurdles (30”),,,
Class Name,School,Time,
AAAA  Tonia Thompson,Manzano,10.77,
AAA Sara Rivera,Raton,11.82,
AA Jackie Perea,Estancia,12.21,
A D’Raye Hilburn,Tatum,11.89,
,,,
400 M Relay,,,
Class,School,Time,
AAAA,Alamogordo,48.13,
AAA,Socorro,50.65,
AA,Fort Sumner,52.77,
A,Capitan,51.64,
,,,
800 M Relay,,,
Class,School,Time,
AAAA,Alamogordo,01:45.2,
AAA,Robertson,01:48.5,
AA,Moriarty,01:50.0,
A,Mountainair,01:49.3,
,,,
800 M Relay Medley,,,
Class,School,Time,
AAAA,Hobbs,01:45.9,
AAA,Robertson,01:53.9,
AA,Santa Rosa,01:53.6,
A,Melrose,01:52.2,
,,,
1600 M Relay,,,
Class,School,Time,
AAAA,Sandia,04:01.6,
AAA,Raton,04:06.2,
AA,Fort Sumner,04:12.0,
A,Mountainair,04:13.2,
Shot Put,,,
Class Name,,School,Distance
AAAA  Carla Garrett,,Santa Fe,44’-07.00”
AAA Stella Bruesuelos,,Tularosa,36’-10.00”
AA Brenda Whatley,,Jal,36’-00.00”
A Joyce Barentine,,Cliff,39’-09.75”
,,,
Discus,,,
Class Name,,School,Distance
AAAA  Carla Garrett,,Santa Fe,143’-07.00”
AAA Cindy Maestas,,Kirtland Central,119’-08.00”
AA Brenda Whatley,,Jal,107’-03.00”
A Sunny Steen,,Reserve,110’-08.00”
,,,
Long Jump,,,
Class Name,,School,Distance
AAAA  Shannon Ryan,,Sandia,17’-08.75”
AAA Tara Spurlock,,Socorro,18’-05.00”
AA Jeannie Schaefer,,Moriarty,17’-05.75”
A Delores Gutierrez,,Cliff,17’-06.50”
,,,
High Jump,,,
Class Name,,School,Distance
AAAA  Tonya Sutton,,Clovis,5’-05.00”
AAA Tara Spurlock,,Socorro,5’-01.00”
AA Amber Welty,,Thoreau,5’-02.00”
A Margaret Bliznak,,Corona,5’-06.00”
1981 Girls Track & Field State Champions,,,
,,,
,,,
100 M Dash,,,
Class Name School  Time,,,
AAAA  Dedra Smith  Alamogordo  11.96,,,
AAA Tara Spurlock  Socorro  12.19,,,
AA Nena Garcia Escalante 12.72,,,
A Robin Bradley  Melrose 12.02,,,
,,,
200 M Dash,,,
Class Name School  Time,,,
AAAA  Reator Golston Manzano 24.70,,,
AAA Connie Pike  Socorro 25.66,,,
AA B. Allison  Dexter  27.47,,,
A Robin Bradley  Melrose 25.67,,,
,,,
400 M Dash,,,
Class Name School  Time,,,
AAAA  Reator Golston Manzano 56.67,,,
AAA Connie Pike  Socorro 58.48,,,
AA Michelle Teeter Fort Sumner  60.64,,,
A Robin Bradley  Melrose 60.64,,,
,,,
800 M Dash,,,
Class Name School  Time,,,
AAAA  Janelle NeelySanta Fe  2:16.58,,,
AAA Dawn Ericho Zuni 2:23.45,,,
AA Sandra Gurierrez Santa Rosa  2:25.27,,,
A Lorette Ebell  Roy  2:28.85,,,
,,,
1500 M Run,,,
Class Name School  Time,,,
AAAA  Janelle Neely Santa Fe 4:42.68,,,
AAA Teresa Pacheco West Las Vegas  5:01.91,,,
AA Sandra Gutierrez Santa Rosa  4:56.86,,,
A Lorette Ebell  Roy  5:10.15,,,
,,,
100 M Hurdles (30”),,,
Class Name School  Time,,,
AAAA  Jackie Joiner Alamogordo 14.28,,,
AAA Carmen Mendez Los Lunas  15.39,,,
AA A. Rudiger Animas 15.38,,,
A Tana Barnard Elida  15.41,,,
,,,
75 M Hurdles (30”),,,
Class Name,School,Time,
AAAA  T. Oliver,Highland,11.07,
AAA Carmen Mendez,Los Lunas,11.41,
AA A. Rudiger,Animas,11.61,
A Tana Barnard,Elida,11.37,
,,,
400 M Relay,,,
Class,School,Time,
AAAA,Alamogordo,48.56,
AAA,Lovington,50.11,
AA,Clayton,52.73,
A,Elida,51.95,
,,,
800 M Relay,,,
Class,School,Time,
AAAA,Alamogordo,01:41.8,
AAA,Lovington,01:46.0,
AA,Santa Rosa,01:51.6,
A,Cliff,01:50.4,
,,,
800 M Relay Medley,,,
Class,School,Time,
AAAA,Hobbs,01:47.7,
AAA,Los Lunas,01:52.4,
AA,Fort Sumner,01:58.6,
A,Melrose,01:57.7,
,,,
1600 M Relay,,,
Class,School,Time,
AAAA,Hobbs,03:57.1,
AAA,Robertson,04:04.2,
AA,Fort Sumner,04:16.2,
A,Texico,04:19.3,
,,,
Shot Put,,,
Class Name,School,Distance,
AAAA  Cynthia Williams,Hobbs,41’-06.25”,
AAA Beverly Stobb,Portales,38’-06.50”,
AA Sherry Maulsby,Clayton,34’-05.75”,
A Cathy Rylant,Hope,35’-03.50”,
Discus,,,
Class Name,,School,Distance
AAAA  Foote,,Farmington,127’-11.00”
AAA Chris Bernard,,Aztec,119’-02.00”
AA Brenda Whatley,,Jal,110’-08.00”
A Loretta Griego,,Mountainair,106’-09.00”
,,,
Long Jump,,,
Class Name,,School,Distance
AAAA  Bailey,,Hobbs,18’-02.75”
AAA Tara Spurlock,,Socorro,18’-00.00”
AA Claudia Austin,,Clayton,16’-09.00”
A Veronica Dickinson,,Melrose,16’-11.00”
,,,
High Jump,,,
Class Name,,School,Distance
AAAA  Tonya Sutton,,Covis,5’-03.00”
AAA Kara Priddy,,Kirtland Central,5’-06.00”
AA Claudia Austin,,Clayton,5’-00.00”
A Margaret Bliznak,,Corona,5’-05.00”
1980 Girls Track & Field State Champions,,,
,,,
,,,
100 M Dash,,,
Class Name School  Time,,,
AAAA  Lynae Warren  Highland 12.01,,,
AAA Connie Pyke  Socorro 12.41,,,
AA Brenda Moore  Jal 12.55,,,
A Lisa May  Elida  12.58,,,
,,,
200 M Dash,,,
Class Name School  Time,,,
AAAA  Lynae Warren  Highland 24.76,,,
AAA Geane Howard Lovington 25.72,,,
AA Michele Teeter Fort Sumner 27.20,,,
A Lisa May  Elida  24.15,,,
,,,
400 M Dash,,,
Class Name School  Time,,,
AAAA  Sandy Beach  Valley  57.71,,,
AAA Marlene Chavez Los Lunas 58.92,,,
AA Ellen BaughsMoriarty  61.55,,,
A Denise Archuleta Maxwell 61.61,,,
,,,
800 M Dash,,,
Class Name School  Time,,,
AAAA  Sandy Beach  Valley  2:14.67,,,
AAA Loretta Marrujo Tularosa 2:27.28,,,
AA Michele Teeter Fort Sumner 2:21.58,,,
A Debbie Gallagher Carrizozo 2:25.34,,,
,,,
1500 M Run,,,
Class Name School  Time,,,
AAAA  Kristi Rapp Manzano 4:42.08,,,
AAA Lisa Matthews St. Pius X 5:04.09,,,
AA Roberta Touchin  Laguna-Acoma 4:59.31,,,
A Debbie Gallagher Carrizozo 5:00.45,,,
,,,
100 M Hurdles (30”),,,
Class Name School  Time,,,
AAAA  Shannon Ryan  Sandia  14.20,,,
AAA Jeanie Murphy  Tularosa 15.46,,,
AA Jeanne Vandiver Clayton 15.60,,,
A Leisha Joiner Tatum  15.04,,,
,,,
75 M Hurdles (30”),,,
Class Name,School,Time,
AAAA  Archuleta,Cibola,11.1,
AAA Jeanie Murphy,Tularosa,11.85,
AA Jeanne Vandiver,Clayton,11.24,
A Leisha Joiner,Tatum,11.5,
,,,
400 M Relay,,,
Class,School,Time,
AAAA,Hobbs,49.06,
AAA,Lovington,50.56,
AA,Jal,51.72,
A,Elida,50.83,
,,,
800 M Relay,,,
Class,School,Time,
AAAA,Alamogordo,01:43.6,
AAA,Los Lunas,01:46.1,
AA,Moriarty,01:47.8,
A,Logan,01:48.3,
,,,
800 M Relay Medley,,,
Class,School,Time,
AAAA,Sandia,01:48.0,
AAA,Silver,01:50.7,
AA,Santa Rosa,01:55.8,
A,Mountainair,01:56.6,
,,,
1600 M Relay,,,
Class,School,Time,
AAAA,Sandia,03:59.4,
AAA,Los Lunas,04:06.5,
AA,Moriarty,04:15.5,
A,Maxwell,04:18.2,
,,,
Shot Put,,,
Class Name,School,Distance,
AAAA  Carol Cady,Los Alamos,43’-00. 25”,
AAA Lorrette Fidel,Raton,38’-10.25”,
AA Sherry Maulsby,Clayton,34’-05.00”,
A Terri Rains,Elida,33’-04.75”,
Discus,,,
Class Name,,School,Distance
AAAA  Carol Cady,,Los Alamos,143’-02.00”
AAA Tina Navarro,,Tucumcari,108’-03.00”
AA Annette Padilla,,Moriarty,104’-03.00”
A Sheila Felto,,Roy,92’-08.50”
,,,
Long Jump,,,
Class Name,,School,Distance
AAAA  Warren,,Highland,5.79m
AAA Michelle Flores,,Silver,17’-00.75”
AA Jeanne Vandiver,,Clayton,16’-01.00”
A Leisha Joiner,,Tatum,15’-05.25”
,,,
High Jump,,,
Class Name,,School,Distance
AAAA  Christie Best,,Sandia,5’-06.00”
AAA Cara Priddy,,Kirtland Central,5’-05.00”
AA Diana Summer,,Jal,5’-01.00”
A Leisha Joiner,,Tatum,5’-03.00”
1979 Girls Track & Field State Champions,,,
,,,
,,,
100 Y Dash,,,
Class Name School  Time,,,
AAAA  Cheryl Thompson West Mesa  10.90,,,
AAA Jeannie Howard Lovington 11.26,,,
AA Tana Fallon Fort Sumner  11.57,,,
A Robin Bradley  Melrose 11.81,,,
,,,
220 Y Dash,,,
Class Name School  Time,,,
AAAA  Cheryl Thompson West Mesa  24.91,,,
AAA Jeannie Howard Lovington 26.91,,,
AA Rose Valdez Clayton 26.03,,,
A Norma Skelton Logan26.95,,,
,,,
440 Y Dash,,,
Class Name School  Time,,,
AAAA  Cheryl Thompson West Mesa  57.11,,,
AAA Felicia Sheilds  Tularosa  60.87,,,
AA Rose Valdez Clayton 60.13,,,
A Heidi Staab Maxwell 61.41,,,
,,,
880 Y Dash,,,
Class Name School  Time,,,
AAAA  Sandy Beach  Valley  2:19.41,,,
AAA Loretta Marrujo Tularosa  2:25.65,,,
AA Berta Touchin  Laguna-Acoma 2:21.69,,,
A Lisa Loffey Texico  2:26.70,,,
,,,
Mile Run,,,
Class Name School  Time,,,
AAAA  Janelle Neeley  Santa Fe 5:18.03,,,
AAA Loretta Marrujo Tularosa 5:34.57,,,
AA Lollie Hampton Laguna-Acoma 5:26.77,,,
A Debbie Gallagher Carrizozo 5:46.16,,,
,,,
110 Y Hurdles (30”),,,
Class Name School  Time,,,
AAAA  Jackie Boley Roswell 14.35,,,
AAA Mary Goodwin St. Pius X 14.72,,,
AA Jeannie Vandiver Clayton 15.28,,,
A Tanya Harrington Texico  15.98,,,
,,,
80 Y Hurdles (30”),,,
Class Name,School,Time,
AAAA  Jackie Boley,Roswell,10.41,
AAA Mary Goodwin,St. Pius X,10.78,
AA Delores Gutierrez,Hatch,11.63,
A Leisha Joiner,Tatum,11.22,
,,,
440 Y Relay,,,
Class,School,Time,
AAAA,Alamogordo,48.7,
AAA,Lovington,50.74,
AA,Clayton,51.39,
A,Elida,52.07,
,,,
880 Y Relay,,,
Class,School,Time,
AAAA,Hobbs,01:41.0,
AAA,Lovington,01:49.2,
AA,Moriarty,01:49.5,
A,Texico,01:49.8,
,,,
880 Y Relay Medley,,,
Class,School,Time,
AAAA,Hobbs,01:47.5,
AAA,Tularosa,01:56.2,
AA,Fort Sumner,01:55.3,
A,Maxwell,01:55.3,
,,,
Mile Relay,,,
Class,School,Time,
AAAA,Hobbs,03:57.3,
AAA,Artesia,04:14.0,
AA,Fort Sumner,04:09.0,
A,Maxwell,04:13.3,
,,,
Shot Put,,,
Class Name,School,Distance,
AAAA  Carmen Smith,Alamogordo,44’-00.00”,
AAA Linda Rodriguez,Los Lunas,36’10.00”,
AA Brenda Whatley,Jal,34’-09.75”,
A Gina Linder,Dora,37’-00.25”,
Discus,,,
Class Name,,School,Distance
AAAA  Foote,,Farmington,127’-08.00”
AAA Laurie Sullivan,,Aztec,119’-03.00”
AA Annette Padilla,,Moriarty,100’-06.00”
A Gina Linder,,Dora,104’-03.00”
,,,
Long Jump,,,
Class Name,,School,Distance
AAAA  Warren,,Highland,18’-05.00”
AAA Mary Goodwin,,St. Pius X,17’-07.75
AA Tana Fallon,,Fort Sumner,17’-02.00”
A Leisha Joiner,,Tatum,16’-03.00”
,,,
High Jump,,,
Class Name,,School,Distance
AAAA  Thompson,,Hobbs,5’-05.00”
AAA Cara Priddy,,Kirtland Central,5’-02.00”
AA Margaret Bliznak,,Fort Sumner,5’-03.50”
A Leisha Joiner,,Tatum,5’-02.25”
,1978 Girls Track & Field State Champions,,
,,,
,,,
50 Y Dash,,,
Class,Name School  Time,,
AAAA,Renee Rosmary Goddard  6.1,,
AAA,L. Sanchez Aztec 6.4,,
AA,Tana Fallon Fort Sumner  6.2,,
A,April Rosenberry Cliff 6.4,,
,,,
100 Y Dash,,,
Class,Name School  Time,,
AAAA,Cheryl Thompson West Mesa  11.2,,
AAA,L. Alexander Lovington 11.8,,
AA,Tana Fallon Fort Sumner  11.4,,
A,Missy McCarthy Cloudcroft 11.6,,
,,,
220 Y Dash,,,
Class,Name School  Time,,
AAAA,Cheryl Thompson West Mesa  25.4,,
AAA,L. Alexander Lovington 27.2,,
AA,Tana Fallon  Fort Sumner 26.3,,
A,Missy McCarthy Cloudcroft 27.2,,
,,,
440 Y Dash,,,
Class,Name School  Time,,
AAAA,Cheryl Thompson West Mesa  57.1,,
AAA,Brannon Artesia  62.3,,
AA,Rose Valdez Clayton 61.2,,
A,Missy McCarthy Cloudcroft 61.5,,
,,,
880 Y Dash,,,
Class,Name School  Time,,
AAAA,Sandy Beach  Valley  2:15.1,,
AAA,Loretta Marrujo Tularosa  2:25.5,,
AA,Harla Webb Ruidoso 2:21.8,,
A,Diana LarsonReserve  2:32.2,,
,,,
Mile Run,,,
Class,Name School  Time,,
AAAA,Sandy Beach Valley  5:16.8,,
AAA,Loretta Marrujo Tularosa 5:30.3,,
AA,Etheleen Garcia Laguna-Acoma  5:30.6,,
A,Rodriguez Vaughn  5:52.0,,
,,,
110 Y Hurdles (30”),,,
Class Name,School,Time,
AAAA  Christine Brockhoff,Manzano,14.3,
AAA B. Williard,Lovington,14.7,
AA Jody  O’Byrne,Animas,15.6,
A Becky Whited,Tatum,15.9,
,,,
80 Y Hurdles (30”),,,
Class Name,School,Time,
AAAA  Christine Brockhoff,Manzano,10.5,
AAA Mary Goodwin,St. Pius X,10.6,
AA Jody  O’Byrne,Animas,11.4,
A Becky Whited,Tatum,11.5,
,,,
440 Y Relay,,,
Class,School,Time,
AAAA,Farmington,48.7,
AAA,Lovington,51.7,
AA,Clayton,53.4,
A,Tatum,52.7,
,,,
880 Y Relay,,,
Class,School,Time,
AAAA,Manzano,01:43.2,
AAA,Cobre,01:49.5,
AA,Estancia,01:51.7,
A,Maxwell,01:52.2,
,,,
880 Y Relay Medley,,,
Class,School,Time,
AAAA,Farmington,01:46.9,
AAA,Hot Springs,01:54.7,
AA,Estancia,01:58.5,
A,Cloudcroft,01:56.4,
,,,
Mile Relay,,,
Class,School,Time,
AAAA,Farmington,04:01.7,
AAA,Silver,04:14.1,
AA,Clayton,04:18.2,
A,Tatum,04:14.1,
Shot Put,,,
Class Name,,School,Distance
AAAA  Carmen Smith,,Alamogordo,41’-05.75”
AAA Mendonca,,Tularosa,37’-00.00”
AA Wagner,,Dexter,34’-03.50”
A S. Felton,,Roy,33’-08.00”
,,,
Discus,,,
Class Name,,School,Distance
AAAA  Farley,,Roswell,117’-08.00”
AAA Sanchez,,St. Pius X,108’-04.00”
AA Glenda Tindell,,Estancia,95’-06.00”
A Sue Southhall,,Quemado,94’-02.00”
,,,
Softball Throw,,,
Class Name,,School,Distance
AAAA  Carolyn Thompson,,Hobbs,231’-02.00”
AAA Sifuentes,,Cobre,232’-02.00”
AA Doris Huey,,Jal,225’-03.00”
A Kathy Rodolph,,Cloudcroft,180’-10.00”
,,,
Long Jump,,,
Class Name,,School,Distance
AAAA  Lee,,Alamogordo,18’-01.50”
AAA Mary Goodwin,,St. Pius X,17’-00.25
AA Tana Fallon,,Fort Sumner,17’-04.50”
A L. Quintana,,Maxwell,16’-05.00”
,,,
High Jump,,,
Class Name,,School,Distance
AAAA  Margaret Metcalf,,Manzano,5’-06.00”
AAA Mary Goodwin,,St. Pius X,5’-02.00”
AA Renee Schlesner,,Estancia,5’-02.00”
A Margaret Bliznak,,Vaughn,5’-02.00”
,1977 Girls Track & Field State Champions,,
,,,
,,,
50 Y Dash,,,
Class,Name School  Time,,
AAAA,Val Boyer Manzano  5.77,,
AAA,Main  Raton 6.12,,
AA,Vicky Swartz Jal 6.08,,
A,Pam Cardwell  Tatum  6.39,,
,,,
100 Y Dash,,,
Class,Name School  Time,,
AAAA,Val Boyer Manzano 10.52,,
AAA,Shinas  St. Mike’s 11.19,,
AA,Vicky Swartz Jal 11.08,,
A,Missy McCarthy Cloudcroft 11.56,,
,,,
220 Y Dash,,,
Class,Name School  Time,,
AAAA,Val Boyer Manzano  25.06,,
AAA,Murphy Tularosa 26.16,,
AA,Debbie Crumpton Clayton 26.60,,
A,Missy McCarthy Cloudcroft 27.25,,
,,,
440 Y Dash,,,
Class,Name School  Time,,
AAAA,Margaret Metcalf Manzano  56.46,,
AAA,Bobbs  Lovington  59.88,,
AA,Tana Fallon Fort Sumner 60.99,,
A,Missy McCarthy Cloudcroft 61.28,,
,,,
880 Y Dash,,,
Class,Name School  Time,,
AAAA,Margaret Metcalf Manzano 2:20.29,,
AAA,Whitfield Academy 2:29.28,,
AA,Roberta Touchins Laguna-Acoma 2:22.48,,
A,Cary Moore  Elida 2:32.70,,
,,,
Mile Run,,,
Class,Name School  Time,,
AAAA,Janet Wroblewski Cibola  5:20.30,,
AAA,Lisa Matthews St. Pius X 5:30.51,,
AA,Etheleen Garcia Laguna-Acoma  5:40.56,,
A,Sally Chappell Santa Fe Prep5:54.81,,
,,,
110 Y Hurdles (30”),,,
Class Name,School,Time,
AAAA  Peggy Mallory,Del Norte,14.24,
AAA Mary Goodwin,St. Pius X,14.63,
AA Yvette Howell,Estancia,15.85,
A Jody  O’Byrne,Animas,15.28,
,,,
80 Y Hurdles (30”),,,
Class Name,School,Time,
AAAA  Boley,Roswell,10.4,
AAA Mary Goodwin,St. Pius X,10.77,
AA Hope Rice,Clayton,11.3,
A Jody  O’Byrne,Animas,11.33,
,,,
440 Y Relay,,,
Class,School,Time,
AAAA,Hobbs,49.84,
AAA,Lovington,51.04,
AA,Clayton,50.65,
A,Tatum,52.91,
,,,
880 Y Relay,,,
Class,School,Time,
AAAA,Roswell,01:45.0,
AAA,Belen,01:46.2,
AA,Clayton,01:47.0,
A,Reserve,01:51.3,
,,,
880 Y Relay Medley,,,
Class,School,Time,
AAAA,Carlsbad,01:51.4,
AAA,Raton,01:55.7,
AA,Clayton,01:54.0,
A,Reserve,01:57.4,
,,,
Mile Relay,,,
Class,School,Time,
AAAA,Manzano,04:04.7,
AAA,Belen,04:02.6,
AA,Estancia,04:12.2,
A,Tatum,04:14.9,
Shot Put,,,
Class Name,,School,Distance
AAAA  Theresa Redinger,,West Mesa,41’-00.50”
AAA Shorter,,Aztec,38’-02.25”
AA Whitener,,Texico,36’-02.00”
A Garcia,,Moutainair,34’-07.00”
,,,
Discus,,,
Class Name,,School,Distance
AAAA  Rivas,,Farmington,113’-08.00”
AAA Misquez,,Cobre,105’-01.00”
AA June Meredith,,Estancia,116’-00.00”
A Karen Kaufman,,Tatum,96’-05.00”
,,,
Softball Throw,,,
Class Name,,School,Distance
AAAA  J. Klein,,Sandia,203’-08.00”
AAA Sanchez,,St. Pius X,207’-08.00”
AA Tina Young,,Hatch,191’-10.00”
A Lisa Lamb,,Capitan,171’-09.00”
,,,
Long Jump,,,
Class Name,,School,Distance
AAAA  Mallory,,Del Norte,18’-02.50”
AAA Mary Goodwin,,St. Pius X,17’-11.50
AA Valdez,,Clayton,17’-04.00”
A Archuleta,,Maxwell,17’-00.50”
,,,
