2006 Boys Track & Field State Champions,x,x,x
A Matt Copeland Logan  23.24,,,
,,,
400 M Dash,,,
Class Name School  Time,,,
AAAAA Rashawn Jackson Hobbs  49.24,,,
AAAA  Benjamin Herrera St. Pius 49.72,,,
AAA Solomon Barnett Ruidoso 49.52,,,
AA Ray Roberts Cloudcroft 49.58,,,
A Kyle Griffith Logan  52.32,,,
,,,
800 M Dash,,,
Class Name School  Time,,,
AAAAA Nate Clem La Cueva 1:55.65,,,
AAAA  Phil Sakala Onate 1:54.04,,,
AAA Aaron Trujillo  Pojoaque 1:55.32,,,
AA Brent Wilcox Fort Sumner 2:01.89,,,
A Tim Tamminga Rehoboth 2:05.06,,,
,,,
1600 M Run,,,
Class Name School  Time,,,
AAAAA Cameron Clark Sandia  4:19.68,,,
AAAA  Phil Sakala Onate 4:21.42,,,
AAA Matthew Amick NMMI  4:29.39,,,
AA Adrian Quintana Pecos 4:40.38,,,
A Andy Yazzie Rehoboth 4:41.38,,,
3200 M Run,,,
Class Name,School,Time,
AAAAA Cameron Clark,Sandia,09:41.7,
AAAA  Vernon Harrison,Kirtland,09:32.8,
AAA Leonardo Jim,Fort Wingate,09:52.9,
AA Reed Bienvenu,Santa Fe Prep,10:01.3,
A Lloyd Yazzie,Rehoboth,10:28.0,
,,,
110 M High Hurdles,,,
Class Name,School,Time,
AAAAA Abdul Foster,Valley,14.27,
AAAA  Mark Himes,Bloomfield,15.03,
AAA Joseph Castillo,Grants,15.56,
AA Nick Thompson,Eunice,15.21,
A Brandon Reed,Floyd,16.57,
,,,
300 M Hurdles,,,
Class Name,School,Time,
AAAAA Phillip Coleman,Alamogordo,38.56,
AAAA  Mark Himes,Bloomfield,40.16,
AAA Orlando Walter,Shiprock,40.31,
AA Danny Norlander,Sandia Prep,39.87,
A Tim Hollman,Hagerman,42.31,
,,,
400 M Relay,,,
Class,School,Time,
AAAAA,Sandia,42.12,
AAAA,Artesia,42.93,
AAA,Ruidoso,43.57,
AA,Dexter,44.48,
A,Melrose,45.34,
,,,
800 M Relay,,,
Class,School,Time,
AAAAA,Clovis,01:28.0,
AAAA,Piedra Vista,01:31.2,
AAA,NMMI,01:31.0,
AA,Lordsburg,01:33.0,
A,Logan,01:35.9,
1600 M Relay Medley,,,
Class,School,Time,
AAAAA,La Cueva,03:31.0,
AAAA,Onate,03:35.3,
AAA,NMMI,03:39.4,
AA,Escalante,03:48.2,
A,Rehoboth,03:46.1,
,,,
1600 M Relay,,,
Class,School,Time,
AAAAA,Highland,03:22.6,
AAAA,St. Pius,03:26.0,
AAA,Cobre,03:27.1,
AA,Fort Sumner,03:31.8,
A,Logan,03:37.9,
,,,
Shot Put,,,
Class Name,School,Distance,
AAAAA Scott Witt,La Cueva,56’-01.50”,
AAAA  Jace Rivera,Belen,54’-11.50”,
AAA Dominic Gonzalez,Ruidoso,51’-07.50”,
AA Matt Rotunno,Menaul,48’-09.00”,
A Oren Watson,Cliff,44’-05.00”,
,,,
Discus,,,
Class Name,School,Distance,
AAAAA David Winborn,Valley,166’-02.00”,
AAAA  Hayden Boyce,Aztec,158’-11.00”,
AAA Stan Montoya,Cobre,179’-05.00”,
AA Gary Hoodless,Cuba,143’-04.00”,
A Oren Watson,Cliff,143’-11.00”,
,,,
,,,
Long Jump,,,
Class Name,School,Distance,
AAAAA Willie Yuen,La Cueva,23’-01.00”,
AAAA  Dan Feltman,Deming,22’-09.75”,
AAA John McKeel,NMMI,22’-09.50”,
AA Ray Roberts,Cloudcroft,21’-11.00”,
A Dillon Lewis,Melrose,20’-10.00”,
High Jump,,,
Class Name,,School,Distance
AAAAA Hank Baskett,,Clovis,6’-10.00”
AAAA  Cody Pikard,,Aztec,6’-06.00”
AAA Peter Parra,,Cobre,6’-04.00”
AA Jason O’Donnell,,Estancia,6’-04.00”
A Steve Myers,,Cliff,6’-00.00”
,,,
Triple Jump,,,
Class Name,,School,Distance
AAAAA Matt Sanderson,,Del Norte,28’-04.50”
AAAA  Robert Gunn,,Piedra Vista,45’-06.25”
AAA John McKeel,,NMMI,46’-01.00”
AA Brent Wilcox,,Fort Sumner,42’-06.50”
A Dillon Lewis,,Melrose,43’-05.25”
,,,
Pole Vault,,,
Class Name,,School,Distance
AAAAA Fabian Ruiz,,Highland,15’-10.00”
AAAA  Tyler Hare,,Bloomfield,13’-06.00”
AAA Phillip Darley,,Ruidoso,13’-06.00”
AA Brent Wilcox,,Fort Sumner,13’-08.00”
A Pitak Hollmann,,Hagerman,12’-00.00”
,,,
Javelin,,,
Class Name,,School,Distance
AAAAA Matt Keeran,,La Cueva,208’-02.00”
AAAA  Chris Manning,,Kirtland,181’-10.00”
AAA Steve Coburn,,Estancia,166’-04.00”
AA Ryan Kimbrell,,Capitan,177’-00.00”
A Casey Kalberg,,Quemado,171’-10.00”
2000 Boys Track & Field State Champions,,,
,,,
100 M Dash,,,
Class Name School  Time,,,
AAAA  Jonah Foutz La Cueva 10.78,,,
AAA Solomon Barnett Ruidoso 10.91,,,
AA Emmanuel Zupko Estancia 11.01,,,
A Matt Copeland Logan  11.45,,,
,,,
200 M Dash,,,
Class Name School  Time,,,
AAAA  Pedro Tunon Highland 21.76,,,
AAA Solomon Barnett Ruidoso 22.22,,,
AA Emmanuel Zupko Estancia 22.34,,,
A Matt Copeland Logan  23.32,,,
,,,
400 M Dash,,,
Class Name School  Time,,,
AAAA  Pedro Tunon Highland 48.27,,,
AAA Thomas Schiele Ruidoso 49.10,,,
AA Jerome Segura Fort Sumner 50.73,,,
A Eric Kennedy  Reserve 52.17,,,
,,,
800 M Dash,,,
Class Name School  Time,,,
AAAA  Chris Orrell La Cueva 1:56.58,,,
AAA Thomas W. Weiler Academy 1:58.60,,,
AA Brent Wilcox Fort Sumner 2:02.28,,,
A Jovan Herrera  Tatum  2:06.83,,,
,,,
1600 M Run,,,
Class Name School  Time,,,
AAAA  Matthew Gonzalez Santa Fe 4:22.90,,,
AAA Nicholas Martinez Pojoaque 4:27.18,,,
AA Darryl Madalena Jemez 4:40.47,,,
A Andy Yazzie Rehoboth 4:42.00,,,
3200 M Run,,,
Class Name School  Time,,,
AAAA  Matthew Gonzalez Santa Fe 9:31.62,,,
AAA Ben Ortega Taos 9:46.73,,,
AA Greg Concho Laguna-Acoma 10:32.55,,,
A Andy Yazzie Rehoboth 10:20.84,,,
110 M High Hurdles,,,
Class Name,School,Time,
AAAA  Dane Winget,Highland,14.22,
AAA Jason C. Lee,Aztec,14.91,
AA Nick Thompson,Eunice,16.12,
A Samuel Adams,Melrose,16.13,
,,,
300 M Hurdles,,,
Class Name,School,Time,
AAAA  Dane Winget,Highland,39.19,
AAA Jason C. Lee,Aztec,38.75,
AA Chris Alvarez,Lordsburg,40.75,
A Sam Adams,Melrose,42.32,
,,,
400 M Relay,,,
Class,School,Time,
AAAA,Clovis,42.7,
AAA,Ruidoso,42.87,
AA,Lordsburg,43.65,
A,Cliff,45.54,
,,,
800 M Relay,,,
Class,School,Time,
AAAA,Carlsbad,01:29.8,
AAA,Ruidoso,01:28.7,
AA,Lordsburg,01:31.9,
A,Hagerman,01:34.9,
,,,
1600 M Relay Medley,,,
Class,School,Time,
AAAA,Eldorado,03:34.0,
AAA,NMMI,03:37.0,
AA,Lordsburg,03:46.8,
A,Rehoboth,03:51.0,
,,,
1600 M Relay,,,
Class,School,Time,
AAAA,La Cueva,03:22.3,
AAA,NMMI,03:27.1,
AA,Lordsburg,03:31.5,
A,Logan,03:37.9,
Shot Put,,,
Class Name,,School,Distance
AAAA  Jace Rivera,,Belen,56’-02.25”
AAA Simon Ocampo,,Socorro,57’-00.50”
AA Larry Roybal,,Fort Sumner,55’-02.50”
A Name,,,
,,,
Discus,,,
Class Name,,School,Distance
AAAA  David Winborn,,Valley,155’-09.00”
AAA Simon Ocampo,,Socorro,169’-08.00”
AA Oren Watson,,Cliff,135’-11.00”
A Name,,,
,,,
Long Jump,,,
Class Name,,School,Distance
AAAA  John W. Nance,,Carlsbad,23’-04.50”
AAA Thomas Schiele,,Ruidoso,22’-06.00”
AA Jerome Segura,,Fort Sumner,21’-02.00”
A Dylan Watson,,Cliff,22’-02.50”
,,,
High Jump,,,
Class Name,,School,Distance
AAAA  Hank Baskett,,Clovis,7’-00.00”
AAA Robert Gunn,,Piedra Vista,6’-04.00”
AA Miguel Garcia,,Mesa Vista,6’-04.00”
A Jonathan Tomkins,,Roy,6’-02.00”
,,,
Triple Jump,,,
Class Name,,School,Distance
AAAA  Derek Poynter,,Valley,45’-09.50”
AAA Brian Decker,,Artesia,45’-06.00”
AA Brent Wilcox,,Fort Sumner,42’-10.75”
A Drew Kennedy,,Des Moines,42’02.25”
,,,
Pole Vault,,,
Class Name,,School,Distance
AAAA  Joe Kelly,,Farmington,14’-00.00”
AAA Dominic Sategna,,Bloomfield,14’-00.00”
AA Jason Alvarado,,Lordsburg,14’-03.00”
A Dylan Watson,,Cliff,12’06.00”
Javelin,,,
Class,Name,School,Distance
AAAA,Chris Ahlgrim,Los Lunas,194’-11.00”
AAA,Simon Ocampo,Socorro,191’-09.00”
AA,Steve Coburn,Estancia,169’-06.00”
A,Casey Kalberg,Quemado,169’-03.00”
1999 Boys Track & Field State Champions,,,
,,,
,,,
100 M Dash,,,
Class Name School  Time,,,
AAAA  John Nance Carlsbad 10.99,,,
AAA Eli Hanosh Academy 11.10,,,
AA Emmanuel Zupko Estancia 11.01,,,
A Josh Sanchez Hagerman 11.31,,,
,,,
200 M Dash,,,
Class Name School  Time,,,
AAAA  Vincent Trolliet Gallup  22.90,,,
AAA Solomon Barnett Ruidoso 22.22,,,
AA Ross Miller Fort Sumner 22.84,,,
A Josh Sanchez Hagerman 22.96,,,
,,,
400 M Dash,,,
Class Name School  Time,,,
AAAA  Zac Hernandez Hobbs  48.26,,,
AAA Jake Robbins Artesia  49.34,,,
AA Matt Lewis Santa Fe Prep  49.65,,,
A Jacob Morales  Hagerman 51.14,,,
,,,
800 M Dash,,,
Class Name School  Time,,,
AAAA  Cody Robertson Alamogordo 1:56.35,,,
AAA Antonio Lopez St. Pius 1:58.15,,,
AA Mario Lucero  Santa Rosa 1:59.60,,,
A Eddie Jacobs Des Moines 2:03.28,,,
,,,
1600 M Run,,,
Class Name School  Time,,,
AAAA  Cameron Clark Sandia  4:25.70,,,
AAA Antonio Lopez St. Pius 4:17.25,,,
AA Greg Concho Laguna Acoma 4:31.56,,,
A Andy Yazzie Rehoboth 4:37.59,,,
,,,
3200 M Run,,,
Class Name School  Time,,,
AAAA  Cameron Clark Sandia  9:45.26,,,
AAA Antonio Lopez St. Pius 9:29.00,,,
AA Greg Concho Laguna Acoma 10:04.47,,,
A Dan Tamminga Rehoboth 10:43.26,,,
,,,
110 M High Hurdles,,,
Class Name,School,Time,
AAAA  Matt Bishop,Eldorado,15.16,
AAA Fred Bailey,Grants,15.02,
AA Shay Norvell,Texico,15.11,
A Samuel Adams,Melrose,16.6,
,,,
300 M Hurdles,,,
Class Name,School,Time,
AAAA  Dane Winget,Highland,39.6,
AAA Jason Lee,Aztec,38.54,
AA Gideon Peterson,Fort Sumner,39.15,
A Jared Lackey,Cliff,44.28,
,,,
400 M Relay,,,
Class,School,Time,
AAAA,La Cueva,43.02,
AAA,Academy,43.26,
AA,Lordsburg,44.03,
A,Cliff,45.06,
,,,
800 M Relay,,,
Class,School,Time,
AAAA,La Cueva,01:28.9,
AAA,Artesia,01:29.8,
AA,Fort Sumner,01:32.3,
A,Cliff,01:34.7,
,,,
1600 M Relay Medley,,,
Class,School,Time,
AAAA,Clovis,03:35.4,
AAA,St. Pius,03:37.8,
AA,Hope Christian,03:42.4,
A,Rehoboth,03:47.7,
,,,
1600 M Relay,,,
Class,School,Time,
AAAA,Eldorado,03:21.9,
AAA,Artesia,03:23.1,
AA,Fort Sumner,03:30.9,
A,Hagerman,03:35.2,
Shot Put,,,
Class,,School,Distance
AAAA  Jace Rivera,,Belen,54’-07.00”
AAA Marc West,,Artesia,57’-05.50”
AA Larry Roybal,,Fort Sumner,54’-02.50”
A Damon Martin,,House,48’-05.00”
,,,
Discus,,,
Class Name,,School,Distance
AAAA  Jeremy Graff,,La Cueva,160’-10.00”
AAA Simon Ocampo,,Socorro,167’-10.00”
AA Jason Alvarado,,Lordsburg,139’-01.00”
A Oren Watson,,Cliff,126’-01.00”
,,,
Long Jump,,,
Class Name,,School,Distance
AAAA  Gabriel Dominguez,,Deming,23’-09.50”
AAA Thomas Schiele,,Ruidoso,22’-06.00”
AA Anders Snyder,,Hope,20’-11.00”
A Dylan Watson,,Cliff,21’-01.50”
,,,
High Jump,,,
Class Name,,School,Distance
AAAA  Derek Poynter,,Valley,6’-10.00”
AAA Terrence Sharp,,Portales,6’-06.00”
AA Boggy Bramblett,,Dexter,6’-04.00”
A Jonathan Tomkins,,Roy,6’-00.00”
,,,
Triple Jump,,,
Class Name,,School,Distance
AAAA  Derek Poynter,,Valley,46’05.00”
AAA Lonnie Montoya,,Pojoaque,45’-01.00”
AA Jerome Segura,,Fort Sumner,43’-05.00”
A Dylan Watson,,Cliff,41’-06.50”
,,,
Pole Vault,,,
Class Name,,School,Distance
AAAA  Mark Washburn,,Farmington,15’-00.00”
AAA Adam Mendonco,,Silver City,14’-06.00”
AA Jason Alvarado,,Lordsburg,14’-00.00”
A Dylan Watson,,Cliff,12’-00.00”
Javelin,,,
Class,Name,School,Distance
AAAA,Craig Keish,La Cueva,195’-03.00”
AAA,Luke Marrs,Moriarity,198’-03.00”
AA,Josh King,Tularosa,169’-10.00”
A,Justin Lynn,Cliff,163’-05.00”
1998 Boys Track & Field State Champions,,,
,,,
100 M Dash,,,
Class Name School  Time,,,
AAAA  Pedro Tunon Highland 11.10,,,
AAA Jonah Foutz Kirtland 11.31,,,
AA Tobie Askew Texico  11.45,,,
A Josh Ortega Hagerman 11.65,,,
,,,
200 M Dash,,,
Class Name School  Time,,,
AAAA  Pedro Tunon Highland 22.45,,,
AAA Michael Lewis Grants  23.18,,,
AA Tobie Askew Texico  23.21,,,
A Ross Miller Fort Sumner 23.40,,,
,,,
400 M Dash,,,
Class Name School  Time,,,
AAAA  Charles Archie Roswell 48.62,,,
AAA Josh Sneed Artesia  50.12,,,
AA Daniel Chavez  Estancia 48.98,,,
A Todd Barela Hagerman 50.80,,,
,,,
800 M Dash,,,
Class Name School  Time,,,
AAAA  Zach Victor Santa Fe 1:54.39,,,
AAA Joe Lopez St. Pius 1:59.40,,,
AA Jarvis Morningside SFIS 2:00.08,,,
A Jordan Hale Rehoboth 2:03.57,,,
,,,
1600 M Run,,,
Class Name School  Time,,,
AAAA  Jimmy Butler Eldorado 4:21.20,,,
AAA Eloy Sanchez Pojoaque 4:25.79,,,
AA Jarvis Morningside SFIS 4:35.01,,,
A Daniel Lozoya  Hagerman 4:51.14,,,
,,,
3200 M Run,,,
Class Name School  Time,,,
AAAA  Cameron Clark Sandia  9:51.36,,,
AAA Robertson Snyder Wingate 9:47.61,,,
AA Lorenzo Lapahie Newcomb 10:06.01,,,
A Dan Tamminga Rehoboth 10:43.60,,,
110 M High Hurdles,,,
Class Name,School,Time,
AAAA  John Martinez,Mayfield,15.1,
AAA Terry Rother,Socorro,15.38,
AA Shay Norvell,Texico,15.58,
A Gideon Peterson,Fort Sumner,16.33,
,,,
300 M Hurdles,,,
Class Name,School,Time,
AAAA  Justin Massey,Mayfield,39.53,
AAA Fred Bailey,Grants,40.53,
AA Guy Don Cribbs,Santa Rosa,40.61,
A Josh Ortega,Hagerman,42.19,
,,,
400 M Relay,,,
Class,School,Time,
AAAA,Hobbs,42.28,
AAA,Kirtland Central,43.34,
AA,Texico,44.1,
A,Hagerman,44.77,
,,,
800 M Relay,,,
Class,School,Time,
AAAA,Carlsbad,01:28.8,
AAA,Artesia,01:30.3,
AA,Texico,01:33.2,
A,Hagerman,01:33.2,
,,,
1600 M Relay Medley,,,
Class,School,Time,
AAAA,La Cueva,03:33.4,
AAA,St. Michael’s,03:42.0,
AA,Hope Christian,03:42.4,
A,Fort Sumner,03:51.3,
,,,
,,,
1600 M Relay,,,
Class,School,Time,
AAAA,Santa Fe,03:21.6,
AAA,Artesia,03:27.0,
AA,Hope,03:31.9,
A,Fort Sumner,03:32.1,
Shot Put,,,
Class Name,,School,Distance
AAAA  Jace Rivera,,Belen,54’-07.00”
AAA Shane Ward,,Bloomfield,52’-03.50”
AA Jeremy Herrera,,Eunice,47’-11.00”
A Carlos Garcia,,Hagerman,49’-06.00”
,,,
Discus,,,
Class Name,,School,Distance
AAAA  Jeremy Graff,,La Cueva,160’-10.00”
AAA Damien Ocampo,,Socorro,174’-00.00”
AA Abel Vasquez,,Jemez,177’-03.00”
A Carlos Garcia,,Hagerman,135’-05.00”
,,,
Long Jump,,,
Class Name,,School,Distance
AAAA  Shannon Kincaid,,Del Norte,22’-11.50”
AAA Nick Crawford,,Kirtland,21’-09.00”
AA Tobie Askew,,Texico,21’-11.00”
A Josh Ortega,,Hagerman,20’-10.25”
,,,
High Jump,,,
Class Name,,School,Distance
AAAA  Jeff Starnes,,Goddard,6’-10.00”
AAA Terrence Sharp,,Portales,6’-06.00”
AA Miguel Garcia,,Mesa Vista,6’-03.00”
A Michael Ray,,Ramah,6’-04.00”
,,,
Triple Jump,,,
Class Name,,School,Distance
AAAA  Kristopher Seals,,Deming,44’-00.00”
AAA Thomas Schiele,,Ruidoso,42’-08.00”
AA Anders Snyder,,Hope,41’-10.50”
A Dylan Watson,,Cliff,41’-03.75”
,,,
Pole Vault,,,
Class Name,,School,Distance
AAAA  Mark Washburn,,Farmington,15’-00.00”
AAA Seth Bush,,Artesia,14’-06.00”
AA Brian Palmer,,Cimarron,13’-00.00”
A Brent Wilcox,,Fort Sumner,13’-00.00”
Javelin,,,
Class,Name,School,Distance
AAAA,Craig Keish,La Cueva,195’-03.00”
AAA,Damien Ocampo,Socorro,193’-10.00”
AA,Abel Vasquez,Jemez,177’-03.00”
A,David Gonzales,Fort Sumner,156’-09.00”
1997 Boys Track & Field State Champions,,,
100 M Dash,,,
Class Name School  Time,,,
AAAA  Bobby Newcombe Highland 10.71,,,
AAA Krik Robbins Artesia  11.21,,,
AA Oscar Martinez Lordsburg 11.30,,,
A Josh Ortega Hagerman 11.52,,,
200 M Dash,,,
Class Name School  Time,,,
AAAA  Bobby Newcombe Highland 21.41,,,
AAA Kirk Robbins Artesia  22.46,,,
AA Tobie Askew Texico 22.84,,,
A Eddie Peralta Hagerman 22.93,,,
400 M Dash,,,
Class Name School  Time,,,
AAAA  Bobby Newcombe Highland 48.68,,,
AAA Ben Foutz Kirtland 50.28,,,
AA Gordon Meis Hope 51.57,,,
A Todd Barela Hagerman 50.43,,,
800 M Dash,,,
Class Name School  Time,,,
AAAA  Travis Clark La Cueva 1:56.43,,,
AAA Si Reid Tucumcari 1:56.33,,,
AA Joey Lewis Santa Fe Prep 2:00.69,,,
A John Gonzales  Des Moines 2:02.65,,,
1600 M Run,,,
Class Name School  Time,,,
AAAA  Alex Terrazas  Albuquerque 4:27.05,,,
AAA Si Reid Tucumcari 4:24.21,,,
AA Lorenzo Lapahie Newcomb 4:30.67,,,
A Patrick Balizan Springer 4:44.68,,,
3200 M Run,,,
Class Name School  Time,,,
AAAA  Alex Hallett Del Norte 9:44.49,,,
AAA Geoff Streit Los Alamos 10:04.85,,,
AA Obed Dominguez Estancia 9:43.92,,,
A Pat Balizan Springer 10:28.01,,,
110 M High Hurdles,,,
Class Name,School,Time,
AAAA  Ivory Alexander,Manzano,14.55,
AAA Ian Blair,Academy,15.33,
AA Adam Halpern,Cimarron,16.27,
A Sky Jones,Tatum,15.69,
,,,
300 M Hurdles,,,
Class Name,School,Time,
AAAA  Izaak Humphries,Carlsbad,38.67,
AAA Ian Blair,Academy,40.05,
AA Gideon Peterson,Lordsburg,41.58,
A Sky Jones,Tatum,41.49,
,,,
400 M Relay,,,
Class,School,Time,
AAAA,Carlsbad,42.52,
AAA,Artesia,43.13,
AA,Eunice,44.68,
A,Hagerman,44.68,
,,,
800 M Relay,,,
Class,School,Time,
AAAA,Carlsbad,01:29.1,
AAA,Artesia,01:30.5,
AA,Eunice,01:32.4,
A,Hagerman,01:33.6,
,,,
1600 M Relay Medley,,,
Class,School,Time,
AAAA,Carlsbad,03:36.6,
AAA,Academy,03:36.0,
AA,Clayton,03:43.8,
A,Tatum,03:49.1,
,,,
1600 M Relay,,,
Class,School,Time,
AAAA,Highland,03:19.2,
AAA,Kirtland Central,03:26.5,
AA,Penasco,03:32.7,
A,Tatum,03:34.5,
Shot Put,,,
Class Name,,School,Distance
AAAA  Caleb Hall,,Ruidoso,52’-10.75”
AAA Caleb Hall,,Ruidoso,52’-10.75”
AA Jeremy Herrera,,Eunice,49’-07.50”
A Carlos Garcia,,Hagerman,47’ 11.25”
,,,
Discus,,,
Class Name,,School,Distance
AAAA  Travis Knoop,,Deming,170’-10.00”
AAA Damien Ocampo,,Socorro,156’-11.00”
AA Dyle Jones,,Capitan,140’-04.00”
A Adam Sena,,Fort Sumner,135’-08.00”
,,,
Long Jump,,,
Class Name,,School,Distance
AAAA  Bobby Newcombe,,Highland,22’-07.00”
AAA Arturo Salinas,,Artesia,22’-02.00”
AA Tobie Askew,,Texico,20’-07.00”
A Josh Ortega,,Hagerman,22’-01.50”
,,,
High Jump,,,
Class Name,,School,Distance
AAAA  Marvin Reese,,Carlsbad,6’-07.00”
AAA Arturo Salinas,,Artesia,6’-07.00”
AA Miguel Garcia,,Mesa Vista,6’-04.00”
A Boyd Lewis,,Ramah,6’-04.00”
,,,
Pole Vault,,,
Class Name,,School,Distance
AAAA  Chris Martin,,Sandia,14’-04.00”
AAA Adam Mendoza,,Silver City,14’-00.00”
AA Chad Keeth,,Clayton,13’-00.00”
A Sky Jones,,Tatum,15’-06.00”
,,,
Javelin,,,
Class Name,,School,Distance
AAAA  Bart Wenz,,La Cueva,188’-07.00”
AAA Damien Ocampo,,Socorro,194’-01.00”
AA Kyle Weber,,Sandia Prep,181’-10.00”
A Justin Gossett,,Quemado,176’-11.00”
1996 Boys Track & Field State Champions,,,
,,,
100 M Dash,,,
Class Name School  Time,,,
AAAA  Micah Rolley Onate 10.79,,,
AAA Kyle Drake Kirtland 10.90,,,
AA Oscar Martinez Lordsburg 11.50,,,
A Josh Ortega Hagerman 11.24,,,
,,,
200 M Dash,,,
Class Name School  Time,,,
AAAA  Bobby Newcombe Highland 21.70,,,
AAA Kyle Drake Kirtland 22.15,,,
AA Mike Shelton Texico  23.21,,,
A Lloyd Sturles San Jon 23.26,,,
,,,
400 M Dash,,,
Class Name School  Time,,,
AAAA  Ian Stewart West Mesa 48.79,,,
AAA Charles Archie Moriarty 49.46,,,
AA Joseph Gallegos Lordsburg 50.26,,,
A Carlos Gauna Fort Sumner 52.21,,,
,,,
800 M Dash,,,
Class Name School  Time,,,
AAAA  Clinton Robbins Goddard 1:55.01,,,
AAA Leonard Gurule St. Mike’s 1:56.40,,,
AA Joey Lewis Santa Fe Prep  2:00.00,,,
A Bert Arias Fort Sumner 2:03.18,,,
,,,
1600 M Run,,,
Class Name School  Time,,,
AAAA  David Gonzalez Alamogordo 4:21.79,,,
AAA Matt Twiest Academy 4:11.20,,,
AA Loren Sago Tularosa 4:31.74,,,
A Alfred Sanchez Springer 4:42.46,,,
,,,
3200 M Run,,,
Class Name School  Time,,,
AAAA  David Gonzalez Alamogordo 9:36.20,,,
AAA Matt Twiest Academy 9:17.16,,,
AA Loren Sago Tularosa 10:05.99,,,
A Pat Balizan Springer 10:28.79,,,
110 M High Hurdles,,,
Class Name,School,Time,
AAAA  Cesar Garcia,Clovis,14.81,
AAA Enico Torres,West Las Vegas,15.47,
AA Joseph Higgins,Santa Rosa,15.47,
A Clyde Shurtz,Cliff,15.42,
,,,
300 M Hurdles,,,
Class Name,School,Time,
AAAA  Ivory Alexander,Manzano,39.59,
AAA Aaron Jackson,Tucumcari,38.6,
AA Josepha Higgins,Santa Rosa,40.84,
A Lloyd Sturles,San Jon,40.06,
,,,
400 M Relay,,,
Class,School,Time,
AAAA,Alamogordo,42.85,
AAA,Kirtland Central,43.08,
AA,Lordsburg,44.93,
A,Hagerman,44.05,
,,,
800 M Relay,,,
Class,School,Time,
AAAA,Del Norte,01:28.5,
AAA,Tucumcari,01:30.7,
AA,Lordsburg,01:32.4,
A,Hagerman,01:32.9,
,,,
1600 M Relay Medley,,,
Class,School,Time,
AAAA,Alamogordo,03:35.0,
AAA,Academy,03:39.1,
AA,Estancia,03:48.5,
A,Fort Sumner,03:48.8,
,,,
1600 M Relay,,,
Class,School,Time,
AAAA,Highland,03:24.6,
AAA,Kirtland Central,03:25.3,
AA,Santa Rosa,03:32.3,
A,Fort Sumner,03:33.9,
Shot Put,,,
Class Name,,School,Distance
AAAA  Tim Englehart,,Alamogordo,53’-01.50”
AAA Dave Busch,,Kirtland,47’-07.75”
AA Randall Montanez,,Eunice,46’-00.00”
A Preston Hammitt,,Cimarron,45’-06.00”
,,,
Discus,,,
Class Name,,School,Distance
AAAA  Tim Englehart,,Alamogordo,171’-03.00”
AAA Damien Ocampo,,Socorro,155’-05.00”
AA Johnny Silva,,Santa Rosa,151’-04.00”
A Adam Sena,,Fort Sumner,135’-08.00”
,,,
Long Jump,,,
Class Name,,School,Distance
AAAA  Kevin Riggans,,Roswell,22’-01.50”
AAA Kevin Dotson,,Los Alamos,22’-03.25”
AA Steven Madrid,,Dexter,20’-06.25”
A Josh Ortega,,Hagerman,21’-02.75”
,,,
High Jump,,,
Class Name,,School,Distance
AAAA  Marvin Reese,,Goddard,6’-07.00”
AAA Kevin Dotson,,Los Alamos,7’-00.00”
AA Danny Hawman,,Animas,6’-02.00”
A Boyd Lewis,,Ramah,6’-04.00”
,,,
Pole Vault,,,
Class Name,,School,Distance
AAAA  Todd Horton,,Hobbs,14’-06.00”
AAA Moe Travis,,Academy,14’-06.00”
AA Josh Peralta,,Capitan,12’-06.00”
A Sky Jones,,Tatum,14’-06.00”
,,,
Javelin,,,
Class Name,,School,Distance
AAAA  Bart Wenz,,La Cueva,197’-11.00”
AAA Damien Ocampo,,Socorro,189’-00.00”
AA Kyle Weber,,Sandia Prep,182’-02.00”
A Ben Segura,,Fort Sumner,178’-09.00”
1995 Boys Track & Field State Champions,,,
,,,
100 M Dash,,,
Class Name School  Time,,,
AAAA  Anthony Ortiz  Alamogordo 10.74,,,
AAA Sean Darby Academy 11.04,,,
AA Jimmy Boswell Dexter  11.56,,,
A Lloyd Sturles San Jon 11.79,,,
,,,
200 M Dash,,,
Class Name School  Time,,,
AAAA  Anthony Ortiz  Alamogordo 21.84,,,
AAA Billy Hoover Lovington 22.14,,,
AA Cody Draper Texico  22.74,,,
A Cory Coca Cimarron 23.19,,,
,,,
400 M Dash,,,
Class Name School  Time,,,
AAAA  Ivan Quevado  Los Lunas 49.11,,,
AAA Charles Archie Moriarty 50.12,,,
AA Damien Passalaqua Santa Fe Prep  51.68,,,
A Cory Coca Cimarron 51.84,,,
,,,
800 M Dash,,,
Class Name School  Time,,,
AAAA  Ivan Quevado  Los Lunas 1:59.63,,,
AAA Lance Foster Shiprock 1:58.37,,,
AA Damien Passalaqua Santa Fe Prep  1:55.90,,,
A Bert Arias Fort Sumner 2:05.60,,,
,,,
1600 M Run,,,
Class Name School  Time,,,
AAAA  David Gonzalez Alamogordo 4:23.90,,,
AAA Ronald Roybal Pojoaque 4:22.31,,,
AA Sheldon Chorimia Laguna-Acoma 4:35.12,,,
A Patrick Balizan Springer 4:54.43,,,
,,,
3200 M Run,,,
Class Name School  Time,,,
AAAA  David Gonzalez Alamogordo 9:18.14,,,
AAA Ron Roybal Pojoaque 9:49.31,,,
AA Hillary Sago Tularosa 10:28.85,,,
A Pat Balizan Springer 10:47.24,,,
